model_name,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,Epochs,model_layers,model.init.name,data,attack,model,dataset
ResNet152,Conf,FGM,0.1091666666666666,0.11,0.449438202247191,19.351082247291945,210.860063649,4.599225969,0.032238115,8,20.0,152,torch_example.ResNet152,de155ee3f20e3916d977ead67e7d4003,de155ee3f20e3916d977ead67e7d4003,de155ee3f20e3916d977ead67e7d4003,cifar
ResNet152,Conf,Thresh,0.1,0.1,0.8988764044943821,28.914737258241765,134.334775922,3.112599613,0.032302056,8,20.0,152,torch_example.ResNet152,e62baa9919658dba243862e14287dfc8,e62baa9919658dba243862e14287dfc8,e62baa9919658dba243862e14287dfc8,cifar
ResNet152,Conf,Thresh,0.0,0.13,0.8988764044943821,28.18042503524472,134.427861799,3.08724939,0.031928624,9,20.0,152,torch_example.ResNet152,ec06ac61d8b99a8e65d88bc84c0c6439,ec06ac61d8b99a8e65d88bc84c0c6439,ec06ac61d8b99a8e65d88bc84c0c6439,cifar
ResNet152,Conf,HSJ,0.1769166666666666,0.12,0.2247191011235954,28.546637040586123,131.651580001,3.082674848,0.030229332,5,20.0,152,torch_example.ResNet152,ecba01225b107ecf591b739c5ab3ee20,ecba01225b107ecf591b739c5ab3ee20,ecba01225b107ecf591b739c5ab3ee20,cifar
ResNet152,Conf,FGM,0.0,0.1,0.8988764044943821,19.89056586812061,224.027469957,4.524758149,0.045895934,9,20.0,152,torch_example.ResNet152,ecc27dfa66f68d8f1116f9184566a7f2,ecc27dfa66f68d8f1116f9184566a7f2,ecc27dfa66f68d8f1116f9184566a7f2,cifar
ResNet152,Conf,HSJ,0.49625,0.13,0.0,28.159626475592383,132.957738138,3.089529617,0.030343079,3,20.0,152,torch_example.ResNet152,eed5b55ca6d765e38dc9ac4fa3a80b8a,eed5b55ca6d765e38dc9ac4fa3a80b8a,eed5b55ca6d765e38dc9ac4fa3a80b8a,cifar
ResNet152,Conf,Pixel,0.0,0.05,0.0,31.408631452494237,132.787034885,3.024646271,0.029192389,1,20.0,152,torch_example.ResNet152,eefbd6639e4355b13d683cb3680aec33,eefbd6639e4355b13d683cb3680aec33,eefbd6639e4355b13d683cb3680aec33,cifar
ResNet152,Conf,Pixel,0.4773333333333333,0.0,1.0,32.626026718141034,133.068258376,3.065037642,0.029757026,2,20.0,152,torch_example.ResNet152,f2c792b5a07d08b07149ce71f3a1c91a,f2c792b5a07d08b07149ce71f3a1c91a,f2c792b5a07d08b07149ce71f3a1c91a,cifar
ResNet152,Conf,FGM,0.0,0.1,0.2247191011235954,13.726282070673944,278.633588415,6.556764573,0.068062747,8,20.0,152,torch_example.ResNet152,f7c0c181657422771a55368d55f946e0,f7c0c181657422771a55368d55f946e0,f7c0c181657422771a55368d55f946e0,cifar
ResNet152,Conf,PGD,0.0,0.0,0.8988764044943821,32.89698660641956,133.506708397,3.0397921,0.029714722,0,20.0,152,torch_example.ResNet152,fbdd71793bd27c0d27d5ba45a3191fae,fbdd71793bd27c0d27d5ba45a3191fae,fbdd71793bd27c0d27d5ba45a3191fae,cifar
ResNet152,Conf,FGM,0.11125,0.09,0.8988764044943821,14.026556183184978,206.289167064,6.487693687,0.068181967,4,20.0,152,torch_example.ResNet152,fcd62991b4ef232a634698b4c16aef53,fcd62991b4ef232a634698b4c16aef53,fcd62991b4ef232a634698b4c16aef53,cifar
ResNet152,Control,PGD,0.0,0.13,1.0,28.560636383924145,133.18585144,3.046150612,0.027464863,2,20.0,152,torch_example.ResNet152,00255131511f338a21da8cd61542c68d,00255131511f338a21da8cd61542c68d,00255131511f338a21da8cd61542c68d,cifar
ResNet152,Control,Thresh,0.0,0.14,1.0,28.209057159918057,133.049304668,3.048666232,0.032182158,6,20.0,152,torch_example.ResNet152,01cd0823622f13a4ea6e429e6c8d2c3d,01cd0823622f13a4ea6e429e6c8d2c3d,01cd0823622f13a4ea6e429e6c8d2c3d,cifar
ResNet152,Control,Deep,0.0,0.12,1.0,28.83454168597928,134.30153571,3.051895222,0.032445198,9,20.0,152,torch_example.ResNet152,02f1cc7f6b65e6272b0e8c17d6a8cddf,02f1cc7f6b65e6272b0e8c17d6a8cddf,02f1cc7f6b65e6272b0e8c17d6a8cddf,cifar
ResNet152,Control,HSJ,0.4481666666666666,0.09,1.0,21.728964388777296,193.912574375,4.187958449,0.06572402,6,20.0,152,torch_example.ResNet152,05ada855b9296d652e4683d65735cb41,05ada855b9296d652e4683d65735cb41,05ada855b9296d652e4683d65735cb41,cifar
ResNet152,Control,Pixel,0.0943333333333333,0.07,1.0,30.21061311390714,134.674473872,3.078388368,0.029231255,1,20.0,152,torch_example.ResNet152,06b02e0ee1697aacf5de1c02d267eef4,06b02e0ee1697aacf5de1c02d267eef4,06b02e0ee1697aacf5de1c02d267eef4,cifar
ResNet152,Control,Thresh,0.35675,0.11,1.0,29.248983268862503,130.756895096,3.042840812,0.032471523,0,20.0,152,torch_example.ResNet152,093fa9c3b18b3b377bddb629a6b80ca9,093fa9c3b18b3b377bddb629a6b80ca9,093fa9c3b18b3b377bddb629a6b80ca9,cifar
ResNet152,Control,Pixel,0.6083333333333333,0.14,1.0,28.052011634022527,133.160243095,3.065733792,0.02999405,8,20.0,152,torch_example.ResNet152,09ebaf35f014277d3c1ccb0d9a4cbd04,09ebaf35f014277d3c1ccb0d9a4cbd04,09ebaf35f014277d3c1ccb0d9a4cbd04,cifar
ResNet152,Control,Thresh,0.0,0.1,1.0,29.805609918375456,132.736817033,3.019565788,0.031733421,5,20.0,152,torch_example.ResNet152,0edf01d9f2cefd698407bf2090c559ce,0edf01d9f2cefd698407bf2090c559ce,0edf01d9f2cefd698407bf2090c559ce,cifar
ResNet152,Control,PGD,0.4834166666666666,0.11,1.0,13.731710067483142,250.50608096,6.481348613,0.067191756,8,20.0,152,torch_example.ResNet152,10155ab7fb78d0a3308dcf06c11b9833,10155ab7fb78d0a3308dcf06c11b9833,10155ab7fb78d0a3308dcf06c11b9833,cifar
ResNet152,Control,Thresh,0.21025,0.11,1.0,29.58611231212351,250.50608096,3.008168125,0.031893989,4,20.0,152,torch_example.ResNet152,113b12bdbe8cf00d9642fbcb37891af2,113b12bdbe8cf00d9642fbcb37891af2,113b12bdbe8cf00d9642fbcb37891af2,cifar
ResNet152,Control,PGD,0.1000833333333333,0.06,1.0,31.598724734229908,132.962920217,2.974803597,0.029123132,8,20.0,152,torch_example.ResNet152,121a4b7379b07101457fbac96d3ab619,121a4b7379b07101457fbac96d3ab619,121a4b7379b07101457fbac96d3ab619,cifar
ResNet152,Control,PGD,0.624,0.09,1.0,30.06428045124788,132.93340355,3.026847762,0.028283451,7,20.0,152,torch_example.ResNet152,16e368f9c498d3f849e0fc1bceccfe58,16e368f9c498d3f849e0fc1bceccfe58,16e368f9c498d3f849e0fc1bceccfe58,cifar
ResNet152,Control,FGM,0.0,0.07,1.0,21.36217207820308,292.727864009,4.353489882,0.042679909,1,20.0,152,torch_example.ResNet152,177c222d50c8278b9baeeaf5843ba610,177c222d50c8278b9baeeaf5843ba610,177c222d50c8278b9baeeaf5843ba610,cifar
ResNet152,Control,Thresh,0.0,0.11,1.0,29.492099430408945,132.586064342,3.017757356,0.031787782,1,20.0,152,torch_example.ResNet152,19554fc92e4e43e5a50d3ea4c8ae3945,19554fc92e4e43e5a50d3ea4c8ae3945,19554fc92e4e43e5a50d3ea4c8ae3945,cifar
ResNet152,Control,PGD,0.5885,0.15,1.0,18.890380935132395,273.080822229,4.49964457,0.043219528,9,20.0,152,torch_example.ResNet152,1a72051900388590080b8dff6de744f1,1a72051900388590080b8dff6de744f1,1a72051900388590080b8dff6de744f1,cifar
ResNet152,Control,Deep,0.0,0.06,1.0,31.42335747121101,273.080822229,2.991405361,0.031016309,1,20.0,152,torch_example.ResNet152,1b0176e392bc152af6ee0e0bbd15226e,1b0176e392bc152af6ee0e0bbd15226e,1b0176e392bc152af6ee0e0bbd15226e,cifar
ResNet152,Control,HSJ,0.5259166666666667,0.1,1.0,21.160109666124185,208.223298951,4.253286085,0.041871756,8,20.0,152,torch_example.ResNet152,1b6b09d5ba63c1e0fb3a15a9586e450d,1b6b09d5ba63c1e0fb3a15a9586e450d,1b6b09d5ba63c1e0fb3a15a9586e450d,cifar
ResNet152,Control,FGM,0.0,0.13,1.0,19.80528996918442,201.313570681,4.392765778,0.039786451,9,20.0,152,torch_example.ResNet152,1dc7ed5622340b99d544862103fa0c3c,1dc7ed5622340b99d544862103fa0c3c,1dc7ed5622340b99d544862103fa0c3c,cifar
ResNet152,Control,Deep,0.4263333333333333,0.1,1.0,29.1797312212679,134.566329807,3.084332728,0.036256546,6,20.0,152,torch_example.ResNet152,1dfe55916c0a50ebf505b074780e50c4,1dfe55916c0a50ebf505b074780e50c4,1dfe55916c0a50ebf505b074780e50c4,cifar
ResNet152,Control,FGM,0.5864166666666667,0.09,1.0,13.878576801301856,265.42220972,6.55686828,0.067541275,5,20.0,152,torch_example.ResNet152,1ebc91b41a3c926946d1bc518fd5442f,1ebc91b41a3c926946d1bc518fd5442f,1ebc91b41a3c926946d1bc518fd5442f,cifar
ResNet152,Control,Deep,0.0,0.14,1.0,28.062057047710137,133.502042486,3.064636347,0.036565659,3,20.0,152,torch_example.ResNet152,202701d99a6dfeaa3404f5b53ecc022f,202701d99a6dfeaa3404f5b53ecc022f,202701d99a6dfeaa3404f5b53ecc022f,cifar
ResNet152,Control,FGM,0.4914166666666666,0.1,1.0,13.71173062286745,259.869170227,6.563722879,0.066956591,7,20.0,152,torch_example.ResNet152,225f3944ac4e94e87d269759ee832698,225f3944ac4e94e87d269759ee832698,225f3944ac4e94e87d269759ee832698,cifar
ResNet152,Control,FGM,0.1040833333333333,0.12,1.0,26.988461278433377,672.296719013,3.260652732,0.030452577,4,10.0,152,torch_example.ResNet152,22b39e636b21c369585d27dfec83c1a9,22b39e636b21c369585d27dfec83c1a9,22b39e636b21c369585d27dfec83c1a9,cifar
ResNet152,Control,Thresh,0.0,0.14,1.0,28.409540654868128,672.296719013,3.027152077,0.031837867,9,20.0,152,torch_example.ResNet152,242de0c646f1bbe445f4030a0357376a,242de0c646f1bbe445f4030a0357376a,242de0c646f1bbe445f4030a0357376a,cifar
ResNet152,Control,PGD,0.0,0.14,1.0,28.89733463149121,132.986059958,2.97605302,0.029106595,1,20.0,152,torch_example.ResNet152,25d000733116027a8dcfe7a8a3baff59,25d000733116027a8dcfe7a8a3baff59,25d000733116027a8dcfe7a8a3baff59,cifar
ResNet152,Control,FGM,0.1029166666666666,0.1,1.0,20.52813028711618,201.071788377,4.384227825,0.066774941,5,20.0,152,torch_example.ResNet152,267f1cb9320158a931b8972637086afe,267f1cb9320158a931b8972637086afe,267f1cb9320158a931b8972637086afe,cifar
ResNet152,Control,Pixel,0.4814166666666666,0.17,1.0,26.71557138051246,134.375661625,3.106802352,0.029772326,5,20.0,152,torch_example.ResNet152,2728c39cffb3b2b0f2ded6ce76e6780b,2728c39cffb3b2b0f2ded6ce76e6780b,2728c39cffb3b2b0f2ded6ce76e6780b,cifar
ResNet152,Control,HSJ,0.4693333333333333,0.13,1.0,20.01939546223916,192.10028211,4.345785574,0.044136705,4,20.0,152,torch_example.ResNet152,2adf1d6cd6405640204f61f535db72e3,2adf1d6cd6405640204f61f535db72e3,2adf1d6cd6405640204f61f535db72e3,cifar
ResNet152,Control,PGD,0.6020833333333333,0.09,1.0,13.884394193469936,298.457099311,6.554121032,0.067335235,2,20.0,152,torch_example.ResNet152,2d6011376c8a8855cf7264846fef8c48,2d6011376c8a8855cf7264846fef8c48,2d6011376c8a8855cf7264846fef8c48,cifar
ResNet152,Control,PGD,0.0,0.11,1.0,13.608897359720377,271.183440928,6.539839169,0.067495723,0,20.0,152,torch_example.ResNet152,325606bf3735e94ff31ba132f136eb83,325606bf3735e94ff31ba132f136eb83,325606bf3735e94ff31ba132f136eb83,cifar
ResNet152,Control,Pixel,0.1825,0.1,1.0,29.062230345793004,134.889725285,3.096802927,0.029570779,1,20.0,152,torch_example.ResNet152,34cbdca381fef84c0ef9512e469e1b0b,34cbdca381fef84c0ef9512e469e1b0b,34cbdca381fef84c0ef9512e469e1b0b,cifar
ResNet152,Control,HSJ,0.0989166666666666,0.07,1.0,22.38089263817913,194.044842283,4.155330241,0.039669052,8,20.0,152,torch_example.ResNet152,352205d75c483e99c78c66de2cf873d5,352205d75c483e99c78c66de2cf873d5,352205d75c483e99c78c66de2cf873d5,cifar
ResNet152,Control,Thresh,0.1,0.14,1.0,28.5333480031017,194.044842283,3.014017142,0.032378878,5,20.0,152,torch_example.ResNet152,387b1bc0ce40a90dd00d52c88ad4f776,387b1bc0ce40a90dd00d52c88ad4f776,387b1bc0ce40a90dd00d52c88ad4f776,cifar
ResNet152,Control,Thresh,0.5959166666666667,0.12,1.0,28.642123003629788,134.323909399,3.07239795,0.03181955,2,20.0,152,torch_example.ResNet152,391fc1cb4ab34102ad66983ed236555b,391fc1cb4ab34102ad66983ed236555b,391fc1cb4ab34102ad66983ed236555b,cifar
ResNet152,Control,Thresh,0.2051666666666666,0.07,1.0,30.800269900446835,132.864484509,3.01945406,0.031753241,7,20.0,152,torch_example.ResNet152,3bda5332b30854002bd3ea3bbb6322a0,3bda5332b30854002bd3ea3bbb6322a0,3bda5332b30854002bd3ea3bbb6322a0,cifar
ResNet152,Control,Pixel,0.0,0.13,1.0,27.958640069033056,134.341837491,3.111739333,0.029801542,3,20.0,152,torch_example.ResNet152,3eb6ae790af76ced872b4c84d8d9ddc9,3eb6ae790af76ced872b4c84d8d9ddc9,3eb6ae790af76ced872b4c84d8d9ddc9,cifar
ResNet152,Control,PGD,0.0,0.13,1.0,13.37385904491764,245.316609593,6.505227826,0.063262078,5,20.0,152,torch_example.ResNet152,3fbd00621e149f0d90ca5e79b0896775,3fbd00621e149f0d90ca5e79b0896775,3fbd00621e149f0d90ca5e79b0896775,cifar
ResNet152,Control,Deep,0.0,0.06,1.0,22.44245975177684,245.316609593,4.188489187,0.031854633,4,20.0,152,torch_example.ResNet152,40449a834fdee0f2f4cb04d7ce168947,40449a834fdee0f2f4cb04d7ce168947,40449a834fdee0f2f4cb04d7ce168947,cifar
ResNet152,Control,PGD,0.0,0.1,1.0,29.728306987414573,133.156875636,3.027417607,0.029584594,8,20.0,152,torch_example.ResNet152,42d82caddf494512a9c0f8c072e6b634,42d82caddf494512a9c0f8c072e6b634,42d82caddf494512a9c0f8c072e6b634,cifar
ResNet152,Control,PGD,0.1065,0.06,1.0,20.249679613823737,133.156875636,4.642048753,0.044145913,3,20.0,152,torch_example.ResNet152,42f4613fb71aea27d38ac5b6f3355494,42f4613fb71aea27d38ac5b6f3355494,42f4613fb71aea27d38ac5b6f3355494,cifar
ResNet152,Control,PGD,0.0,0.14,1.0,28.12352020515718,132.827332351,3.057938671,0.02909801,5,20.0,152,torch_example.ResNet152,42f9cd9f377b7d2ee252a3650c737341,42f9cd9f377b7d2ee252a3650c737341,42f9cd9f377b7d2ee252a3650c737341,cifar
ResNet152,Control,Pixel,0.5475,0.08,1.0,30.459630739108317,132.827332351,3.020391179,0.029950931,7,20.0,152,torch_example.ResNet152,47ce2b35fb13cad4d8fa0c054b066d02,47ce2b35fb13cad4d8fa0c054b066d02,47ce2b35fb13cad4d8fa0c054b066d02,cifar
ResNet152,Control,HSJ,0.21525,0.1,1.0,20.918501982757768,194.224411254,4.302411333,0.040668503,0,20.0,152,torch_example.ResNet152,4863db8dc92fd5b606ce133ebcf6a10a,4863db8dc92fd5b606ce133ebcf6a10a,4863db8dc92fd5b606ce133ebcf6a10a,cifar
ResNet152,Control,PGD,0.1033333333333333,0.11,1.0,29.02327006060993,133.12477382,3.066504905,0.029074039,9,20.0,152,torch_example.ResNet152,4af57a97a1612be19e1d533a0042d360,4af57a97a1612be19e1d533a0042d360,4af57a97a1612be19e1d533a0042d360,cifar
ResNet152,Control,PGD,0.2743333333333333,0.1,1.0,28.55741673438722,132.794791415,3.151545563,0.02995411,0,20.0,152,torch_example.ResNet152,4c7c6e3d97504c3d4202d5db4b834af9,4c7c6e3d97504c3d4202d5db4b834af9,4c7c6e3d97504c3d4202d5db4b834af9,cifar
ResNet152,Control,Pixel,0.1,0.16,1.0,27.67287398473344,133.177727082,3.035463539,0.029726041,9,20.0,152,torch_example.ResNet152,506ede5138d78bc919d1bef5a15cbb80,506ede5138d78bc919d1bef5a15cbb80,506ede5138d78bc919d1bef5a15cbb80,cifar
ResNet152,Control,FGM,0.5685,0.09,1.0,13.98801656735087,235.791687679,6.505568503,0.067482192,0,20.0,152,torch_example.ResNet152,5092f00995e9dc5f1c21ec3959c87d6e,5092f00995e9dc5f1c21ec3959c87d6e,5092f00995e9dc5f1c21ec3959c87d6e,cifar
ResNet152,Control,FGM,0.0,0.15,1.0,19.40340240382347,298.282771586,4.380675009,0.044065018,8,20.0,152,torch_example.ResNet152,52adffae3042435b6c8b5609bd4cdffd,52adffae3042435b6c8b5609bd4cdffd,52adffae3042435b6c8b5609bd4cdffd,cifar
ResNet152,Control,PGD,0.25925,0.13,1.0,28.73864302093401,133.329456169,3.02728281,0.02921419,1,20.0,152,torch_example.ResNet152,5cf378a51748542ffa432cd88ce43a7a,5cf378a51748542ffa432cd88ce43a7a,5cf378a51748542ffa432cd88ce43a7a,cifar
ResNet152,Control,Deep,0.25925,0.12,1.0,28.867144177474483,133.329456169,3.048448418,0.032457924,1,20.0,152,torch_example.ResNet152,5d9d4819eb6465d72915ded8e1a25f6a,5d9d4819eb6465d72915ded8e1a25f6a,5d9d4819eb6465d72915ded8e1a25f6a,cifar
ResNet152,Control,Thresh,0.0,0.09,1.0,30.048197444082295,132.836267493,3.028467853,0.031837542,2,20.0,152,torch_example.ResNet152,5da18deeed1267889e1608c3351115a7,5da18deeed1267889e1608c3351115a7,5da18deeed1267889e1608c3351115a7,cifar
ResNet152,Control,PGD,0.0,0.1,1.0,19.99215434558913,205.04680683,4.501765965,0.042562455,3,20.0,152,torch_example.ResNet152,5de4f51bbef08be79071a2ce5c74102c,5de4f51bbef08be79071a2ce5c74102c,5de4f51bbef08be79071a2ce5c74102c,cifar
ResNet152,Control,Deep,0.499,0.09,1.0,30.07928412075937,133.102073027,3.025337958,0.030623803,7,20.0,152,torch_example.ResNet152,5def537fdc39239b5dad3363977f2dd3,5def537fdc39239b5dad3363977f2dd3,5def537fdc39239b5dad3363977f2dd3,cifar
ResNet152,Control,PGD,0.48175,0.1,1.0,20.19124647016237,239.889030902,4.457377118,0.041356164,4,20.0,152,torch_example.ResNet152,5e2f3986d6acd0b55550225e38fb12aa,5e2f3986d6acd0b55550225e38fb12aa,5e2f3986d6acd0b55550225e38fb12aa,cifar
ResNet152,Control,FGM,0.106,0.07,1.0,20.97690204219141,203.181901564,4.43344779,0.042529682,0,20.0,152,torch_example.ResNet152,5fe76908f418a464b110e36146b2bc73,5fe76908f418a464b110e36146b2bc73,5fe76908f418a464b110e36146b2bc73,cifar
ResNet152,Control,FGM,0.34775,0.13,1.0,13.276661807791484,246.813410275,6.552852009,0.066952464,7,20.0,152,torch_example.ResNet152,602d5710e222b3d62f32acce76143545,602d5710e222b3d62f32acce76143545,602d5710e222b3d62f32acce76143545,cifar
ResNet152,Control,Deep,0.4824166666666666,0.1,1.0,29.16792274004773,134.621790678,3.085581404,0.032848184,1,20.0,152,torch_example.ResNet152,618e42987fe29038d13fd5bda5ca55fa,618e42987fe29038d13fd5bda5ca55fa,618e42987fe29038d13fd5bda5ca55fa,cifar
ResNet152,Control,PGD,0.0,0.08,1.0,15.940509505656324,134.621790678,5.771459185,0.040470699,3,20.0,152,torch_example.ResNet152,61c567a072730c1cf6af052895c059f6,61c567a072730c1cf6af052895c059f6,61c567a072730c1cf6af052895c059f6,cifar
ResNet152,Control,PGD,0.4835,0.1,1.0,28.62609209356385,133.578129304,3.143984855,0.029050925,4,20.0,152,torch_example.ResNet152,63e50718a9a601e148b5d3d9073e0bd7,63e50718a9a601e148b5d3d9073e0bd7,63e50718a9a601e148b5d3d9073e0bd7,cifar
ResNet152,Control,Pixel,0.6140833333333333,0.12,1.0,27.19515720260285,134.61710278,3.235870245,0.029122353,5,20.0,152,torch_example.ResNet152,64be06bd99ec83aee2f31d42af348a05,64be06bd99ec83aee2f31d42af348a05,64be06bd99ec83aee2f31d42af348a05,cifar
ResNet152,Control,Thresh,0.0,0.12,1.0,27.42851333141805,134.61710278,3.208340129,0.032247013,5,20.0,152,torch_example.ResNet152,651881effe7e935ba1861f4108de90bf,651881effe7e935ba1861f4108de90bf,651881effe7e935ba1861f4108de90bf,cifar
ResNet152,Control,PGD,0.5864166666666667,0.16,1.0,18.315717570170683,134.61710278,4.586224901,0.044263486,5,20.0,152,torch_example.ResNet152,6670ab8b58034b1dad67157d814f67df,6670ab8b58034b1dad67157d814f67df,6670ab8b58034b1dad67157d814f67df,cifar
ResNet152,Control,FGM,0.133,0.08,1.0,12.873476983208183,654.030400924,7.146476443,0.061658489,9,10.0,152,torch_example.ResNet152,6730ceabfb5868c9a03794fdad0c7534,6730ceabfb5868c9a03794fdad0c7534,6730ceabfb5868c9a03794fdad0c7534,cifar
ResNet152,Control,Pixel,0.5964166666666667,0.07,1.0,30.576619452609364,133.026469718,3.041539636,0.02908632,7,20.0,152,torch_example.ResNet152,67f2d060b72326d7d57ef9aa50e64ab6,67f2d060b72326d7d57ef9aa50e64ab6,67f2d060b72326d7d57ef9aa50e64ab6,cifar
ResNet152,Control,Pixel,0.21025,0.18,1.0,27.102493365963223,133.044408657,3.025551889,0.02918711,4,20.0,152,torch_example.ResNet152,67f7dc6aef0b3567b1ecccdce155462e,67f7dc6aef0b3567b1ecccdce155462e,67f7dc6aef0b3567b1ecccdce155462e,cifar
ResNet152,Control,Thresh,0.0,0.1,1.0,30.175181867455606,133.044408657,2.982583515,0.031984843,3,20.0,152,torch_example.ResNet152,68201925f7955f030e823070155f7273,68201925f7955f030e823070155f7273,68201925f7955f030e823070155f7273,cifar
ResNet152,Control,Thresh,0.21525,0.05,1.0,31.574195352312543,133.044408657,3.008786097,0.032830971,0,20.0,152,torch_example.ResNet152,69b6a381b703d768d6bcf6d222038474,69b6a381b703d768d6bcf6d222038474,69b6a381b703d768d6bcf6d222038474,cifar
ResNet152,Control,PGD,0.1999166666666666,0.05,1.0,31.158891585497443,132.970263776,3.048888942,0.02941998,7,20.0,152,torch_example.ResNet152,6c3d809cb3a9fbe3dc4de5e9c48651b9,6c3d809cb3a9fbe3dc4de5e9c48651b9,6c3d809cb3a9fbe3dc4de5e9c48651b9,cifar
ResNet152,Control,FGM,0.1065,0.07,1.0,20.810213102664125,241.157682535,4.468959522,0.042800782,3,20.0,152,torch_example.ResNet152,6ca8ee8168884c4667d71f359f8e02c2,6ca8ee8168884c4667d71f359f8e02c2,6ca8ee8168884c4667d71f359f8e02c2,cifar
ResNet152,Control,Deep,0.25925,0.07,1.0,30.53337060855972,241.157682535,3.04584781,0.040029554,1,20.0,152,torch_example.ResNet152,701b1fb6c17f3ed860baf39c589cc8be,701b1fb6c17f3ed860baf39c589cc8be,701b1fb6c17f3ed860baf39c589cc8be,cifar
ResNet152,Control,Deep,0.20525,0.1,1.0,29.58620119668504,133.383489004,3.041958628,0.033378824,5,20.0,152,torch_example.ResNet152,71b78a251a2097cbced309db2a19851a,71b78a251a2097cbced309db2a19851a,71b78a251a2097cbced309db2a19851a,cifar
ResNet152,Control,Pixel,0.0,0.07,1.0,30.09554718788023,134.503182744,3.090158136,0.029200366,4,20.0,152,torch_example.ResNet152,750a67e18eefbf5a4c264235fe98f9c8,750a67e18eefbf5a4c264235fe98f9c8,750a67e18eefbf5a4c264235fe98f9c8,cifar
ResNet152,Control,PGD,0.4835,0.07,1.0,30.28476719702823,134.503182744,3.070850748,0.029147574,4,20.0,152,torch_example.ResNet152,7a67419ac536da09fe789d2e63404712,7a67419ac536da09fe789d2e63404712,7a67419ac536da09fe789d2e63404712,cifar
ResNet152,Control,FGM,0.31725,0.13,1.0,6.768790687763918,599.241054578,12.853108334,0.111003469,1,10.0,152,torch_example.ResNet152,7bd8dfcfdba2afdc00d1e0d9454fafec,7bd8dfcfdba2afdc00d1e0d9454fafec,7bd8dfcfdba2afdc00d1e0d9454fafec,cifar
ResNet152,Control,Pixel,0.5475,0.06,1.0,22.14418320991298,599.241054578,4.244907076,0.029138357,7,20.0,152,torch_example.ResNet152,7c9bfc0a6cd618d3de57c52db4895a21,7c9bfc0a6cd618d3de57c52db4895a21,7c9bfc0a6cd618d3de57c52db4895a21,cifar
ResNet152,Control,Pixel,0.21525,0.12,1.0,29.63715066032942,599.241054578,2.969246302,0.029858637,0,20.0,152,torch_example.ResNet152,7cf5493ec3823884dea9a829a2f8f3cf,7cf5493ec3823884dea9a829a2f8f3cf,7cf5493ec3823884dea9a829a2f8f3cf,cifar
ResNet152,Control,FGM,0.0998333333333333,0.14,1.0,19.59754574848345,247.530103934,4.388304592,0.040049597,8,20.0,152,torch_example.ResNet152,818f2e10d32e86f0d68118bd5e35f407,818f2e10d32e86f0d68118bd5e35f407,818f2e10d32e86f0d68118bd5e35f407,cifar
ResNet152,Control,PGD,0.0,0.11,1.0,13.582981372162903,247.965615334,6.552317018,0.067489072,0,20.0,152,torch_example.ResNet152,836134fd1ca0369429b014f0a406b25b,836134fd1ca0369429b014f0a406b25b,836134fd1ca0369429b014f0a406b25b,cifar
ResNet152,Control,Thresh,0.1575833333333333,0.08,1.0,30.33963670361993,132.890651883,3.032336903,0.032043259,6,20.0,152,torch_example.ResNet152,87cbb5242a8eb2e33f74ec847d2f26af,87cbb5242a8eb2e33f74ec847d2f26af,87cbb5242a8eb2e33f74ec847d2f26af,cifar
ResNet152,Control,Pixel,0.4814166666666666,0.09,1.0,29.64783501726547,132.890651883,3.069364085,0.0297652,5,20.0,152,torch_example.ResNet152,8d4cb6e687abda3a060ba3974219b170,8d4cb6e687abda3a060ba3974219b170,8d4cb6e687abda3a060ba3974219b170,cifar
ResNet152,Control,Deep,0.0,0.07,1.0,30.18797661568698,134.241063091,3.080696702,0.032598494,0,20.0,152,torch_example.ResNet152,9104bc5ce5955e9061057a27017d55f4,9104bc5ce5955e9061057a27017d55f4,9104bc5ce5955e9061057a27017d55f4,cifar
ResNet152,Control,FGM,0.0,0.08,1.0,14.122514299942202,219.380171785,6.514420736,0.067744495,6,20.0,152,torch_example.ResNet152,915bcfe4bb646fb4cf1d923ed9738e65,915bcfe4bb646fb4cf1d923ed9738e65,915bcfe4bb646fb4cf1d923ed9738e65,cifar
ResNet152,Control,HSJ,0.0,0.09,1.0,16.49546900653703,219.380171785,5.516666423,0.066458796,0,20.0,152,torch_example.ResNet152,92d8d707b1b1a3eb3be70fb1cc8d922f,92d8d707b1b1a3eb3be70fb1cc8d922f,92d8d707b1b1a3eb3be70fb1cc8d922f,cifar
ResNet152,Control,HSJ,0.107,0.12,1.0,20.30929563128493,294.385869066,4.332991237,0.042536506,3,20.0,152,torch_example.ResNet152,94210de49f5aee7e8503fb668e2f50ac,94210de49f5aee7e8503fb668e2f50ac,94210de49f5aee7e8503fb668e2f50ac,cifar
ResNet152,Control,PGD,0.0,0.12,1.0,14.012252670729268,307.752618773,6.280217897,0.046020794,1,20.0,152,torch_example.ResNet152,94c3ad980417c889d0b47321e98c3b66,94c3ad980417c889d0b47321e98c3b66,94c3ad980417c889d0b47321e98c3b66,cifar
ResNet152,Control,Pixel,0.0,0.07,1.0,29.77267152529156,134.032918738,3.123669971,0.02988488,7,20.0,152,torch_example.ResNet152,962901c8a8065751daf44848976c8188,962901c8a8065751daf44848976c8188,962901c8a8065751daf44848976c8188,cifar
