model_name,dataset,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,model_layers,model.init.name,data,attack,model
ResNet18,mnist,Control,PGD,0.9708333333333332,0.1,0.0,128.75242597288067,,0.699015955,0.007255953,0,18,torch_example.ResNet18,0000271cbb24df58655e78183ebdf526,0000271cbb24df58655e78183ebdf526,0000271cbb24df58655e78183ebdf526
ResNet34,mnist,Conf,PGD,0.9827142857142858,0.07,,111.79980821476212,70.728954347,0.831844003,0.007642335,2,34,torch_example.ResNet34,000632dec5ae20d1b5b1e5ec8542c504,000632dec5ae20d1b5b1e5ec8542c504,000632dec5ae20d1b5b1e5ec8542c504
ResNet18,mnist,Conf,Deep,0.90575,0.07,0.0,141.29243119007324,,0.658209355,0.00813121,0,18,torch_example.ResNet18,0007148ef6d9b2faa07ee860431c53e0,0007148ef6d9b2faa07ee860431c53e0,0007148ef6d9b2faa07ee860431c53e0
ResNet18,mnist,Conf,FGM,0.9028333333333334,0.08,0.2247191011235954,100.2288118097587,,0.917899737,0.014185829,0,18,torch_example.ResNet18,0007d30b5f200a5bef1e71f9c0e0e196,0007d30b5f200a5bef1e71f9c0e0e196,0007d30b5f200a5bef1e71f9c0e0e196
ResNet34,mnist,Conf,PGD,0.8407857142857142,0.12,,27.30358331172472,206.672264437,3.22302018,0.019326617,3,34,torch_example.ResNet34,0009cf1504e3689e79934f78fcb00c7c,0009cf1504e3689e79934f78fcb00c7c,0009cf1504e3689e79934f78fcb00c7c
ResNet50,mnist,Gauss-out,Pixel,,,,,66.816677868,1.546544069,,5,50,torch_example.ResNet50,000e900bad53681aa2468550956e6f09,000e900bad53681aa2468550956e6f09,000e900bad53681aa2468550956e6f09
ResNet152,mnist,Gauss-in,Thresh,,,,,,,,5,152,torch_example.ResNet152,001333dd2e257bf975f05793878c2d14,001333dd2e257bf975f05793878c2d14,001333dd2e257bf975f05793878c2d14
ResNet18,mnist,Control,HSJ,0.9665714285714284,0.01,0.0,20.94664560122185,,4.726293741,0.006824436,7,18,torch_example.ResNet18,00175a623388caceb6fa35784ab33620,00175a623388caceb6fa35784ab33620,00175a623388caceb6fa35784ab33620
ResNet18,mnist,Gauss-in,Deep,0.9741666666666666,0.09,0.0,50.95547952336025,,1.785872704,0.011684304,0,18,torch_example.ResNet18,00176162f4384df1f4bf58968ab0c55a,00176162f4384df1f4bf58968ab0c55a,00176162f4384df1f4bf58968ab0c55a
ResNet18,mnist,Gauss-in,Pixel,,,,,120.53568373,1.54667623,,6,18,torch_example.ResNet18,0017dc347e9587339236acd3194f53bb,0017dc347e9587339236acd3194f53bb,0017dc347e9587339236acd3194f53bb
ResNet18,mnist,Gauss-in,FGM,0.8176666666666667,0.15,1.0,51.5781725397154,,1.64798394,0.027420049,0,18,torch_example.ResNet18,00186ca71997f11c6b0bde6bfbf3a73c,00186ca71997f11c6b0bde6bfbf3a73c,00186ca71997f11c6b0bde6bfbf3a73c
ResNet18,mnist,FSQ,PGD,0.0998333333333333,0.12,0.0,113.98920290643142,,0.772002942,0.00854232,0,18,torch_example.ResNet18,0018ec0ab9440e4c000946228d334f1d,0018ec0ab9440e4c000946228d334f1d,0018ec0ab9440e4c000946228d334f1d
ResNet18,mnist,Gauss-in,Deep,0.1971666666666666,0.12,0.2929292929292929,50.30190296151636,,1.749436797,0.010975872,0,18,torch_example.ResNet18,0019a547ad90b2af1438647126ed16d8,0019a547ad90b2af1438647126ed16d8,0019a547ad90b2af1438647126ed16d8
ResNet18,mnist,FSQ,FGM,0.9724166666666668,0.09,1.0,48.395575238079736,,1.880337191,0.019092139,0,18,torch_example.ResNet18,0019cf354f148c4d45d7ec8a45f155d2,0019cf354f148c4d45d7ec8a45f155d2,0019cf354f148c4d45d7ec8a45f155d2
ResNet18,mnist,Gauss-out,PGD,0.98925,0.09,0.0909090909090909,74.82605792733608,,1.216153871,0.01091204,0,18,torch_example.ResNet18,001a7d72bcbb3fe5d778757e1fb4caa6,001a7d72bcbb3fe5d778757e1fb4caa6,001a7d72bcbb3fe5d778757e1fb4caa6
ResNet18,mnist,Gauss-in,PGD,0.76475,0.09,1.0,40.85390684752908,,2.227449148,0.01129474,0,18,torch_example.ResNet18,001a83a4fd2ded8a405ff8272af034af,001a83a4fd2ded8a405ff8272af034af,001a83a4fd2ded8a405ff8272af034af
ResNet18,mnist,FSQ,Pixel,,,,,,2.707251901,,2,18,torch_example.ResNet18,001c1b378bbfe5942ca63cfb22d745b8,001c1b378bbfe5942ca63cfb22d745b8,001c1b378bbfe5942ca63cfb22d745b8
ResNet18,mnist,FSQ,FGM,0.9890833333333332,0.07,0.0666666666666666,59.85518855792924,,1.553750013,0.033047565,0,18,torch_example.ResNet18,001c474f1b32e2be91a3f902c44629f9,001c474f1b32e2be91a3f902c44629f9,001c474f1b32e2be91a3f902c44629f9
ResNet34,mnist,Control,FGM,0.2090714285714285,0.12,0.1194029850746268,28.51784511449534,203.195971495,3.08578715,0.008119806,7,34,torch_example.ResNet34,0022118d46ac791faba90c6f907516f0,0022118d46ac791faba90c6f907516f0,0022118d46ac791faba90c6f907516f0
ResNet152,mnist,Gauss-in,Deep,,,,,,,,4,152,torch_example.ResNet152,00247a2d1076e73aeb9e9e0e20f0ba6c,00247a2d1076e73aeb9e9e0e20f0ba6c,00247a2d1076e73aeb9e9e0e20f0ba6c
ResNet18,mnist,Control,Deep,0.9880833333333332,0.11,0.0,95.6028831028057,,0.930934268,0.005917386,0,18,torch_example.ResNet18,002481d69489219154779390df2f9b08,002481d69489219154779390df2f9b08,002481d69489219154779390df2f9b08
ResNet18,mnist,Gauss-out,Deep,0.9881666666666666,0.15,1.0,58.54589888440686,,1.451852335,0.015690689,0,18,torch_example.ResNet18,0024b04fabb8a7c501665c00ac88c04f,0024b04fabb8a7c501665c00ac88c04f,0024b04fabb8a7c501665c00ac88c04f
ResNet18,mnist,Conf,Deep,0.9905833333333334,0.02,0.0,97.1466883590067,,1.008783744,0.008501156,0,18,torch_example.ResNet18,00291f4d6c408a7b3af53d2b26079213,00291f4d6c408a7b3af53d2b26079213,00291f4d6c408a7b3af53d2b26079213
ResNet18,mnist,Control,FGM,0.9713333333333334,0.09,0.0,106.3367336809838,,0.855772007,0.008836124,0,18,torch_example.ResNet18,002a17058a931301992a606079401d49,002a17058a931301992a606079401d49,002a17058a931301992a606079401d49
ResNet34,mnist,FSQ,Thresh,0.0,0.1,,93.4331744317066,,0.963255295,0.008575417,2,34,torch_example.ResNet34,002fd81c84ef18d679793b4cc299ff56,002fd81c84ef18d679793b4cc299ff56,002fd81c84ef18d679793b4cc299ff56
ResNet18,mnist,FSQ,PGD,0.9889166666666668,0.12,0.4666666666666667,57.001781804446985,,1.54381139,0.009282716,0,18,torch_example.ResNet18,00342a0bebff8e123a6f8f7357dabd0e,00342a0bebff8e123a6f8f7357dabd0e,00342a0bebff8e123a6f8f7357dabd0e
ResNet34,mnist,Control,HSJ,0.9692142857142856,0.04,0.1194029850746268,14.534129208441364,,6.605142876,0.020262894,5,34,torch_example.ResNet34,00345bccad4a3b4c9580a84c905273a9,00345bccad4a3b4c9580a84c905273a9,00345bccad4a3b4c9580a84c905273a9
ResNet34,mnist,Control,FGM,0.4972142857142857,0.13,0.1194029850746268,14.167731893508972,389.17532088,6.140714735,0.03325973,0,34,torch_example.ResNet34,00364b815dfeb4eec8959ff206821ec6,00364b815dfeb4eec8959ff206821ec6,00364b815dfeb4eec8959ff206821ec6
ResNet34,mnist,Control,Deep,0.0,0.13,0.1194029850746268,102.6743682387704,46.047790991,0.847339034,0.007810291,9,34,torch_example.ResNet34,0036b069268b81ebc05519c3372608b9,0036b069268b81ebc05519c3372608b9,0036b069268b81ebc05519c3372608b9
ResNet18,mnist,FSQ,PGD,0.0975,0.13,0.0,79.1591537805664,,1.099051668,0.011249899,0,18,torch_example.ResNet18,003c4f4ddc49f4a321b4dc296a3d146a,003c4f4ddc49f4a321b4dc296a3d146a,003c4f4ddc49f4a321b4dc296a3d146a
ResNet18,mnist,Gauss-out,PGD,0.9835833333333334,0.06,0.0,100.98072425685102,,0.930870725,0.007996759,0,18,torch_example.ResNet18,003cab241c632bb55b803883f7bfa0c9,003cab241c632bb55b803883f7bfa0c9,003cab241c632bb55b803883f7bfa0c9
ResNet18,mnist,FSQ,Deep,0.1041666666666666,0.09,0.0,118.62922785247198,,0.767095948,0.008954538,0,18,torch_example.ResNet18,003ccb8d9258f31b0f18e1314ac21692,003ccb8d9258f31b0f18e1314ac21692,003ccb8d9258f31b0f18e1314ac21692
ResNet18,mnist,Control,HSJ,0.983,0.11,0.0,64.04821515093705,,1.389578145,0.005543756,0,18,torch_example.ResNet18,00484e9ddf95ef1a0419e918e74a3185,00484e9ddf95ef1a0419e918e74a3185,00484e9ddf95ef1a0419e918e74a3185
ResNet18,mnist,Conf,FGM,0.3571666666666667,0.0,0.8988764044943821,61.00281812888825,,1.63926853,0.044291349,0,18,torch_example.ResNet18,0049bce3af873911a402d4061f714f65,0049bce3af873911a402d4061f714f65,0049bce3af873911a402d4061f714f65
ResNet34,mnist,Gauss-in,FGM,0.2227142857142857,0.11,,107.34483256208284,73.475317182,0.82910372,0.007595699,0,34,torch_example.ResNet34,004a47cf7f98d5428f7683df6b9fc2b5,004a47cf7f98d5428f7683df6b9fc2b5,004a47cf7f98d5428f7683df6b9fc2b5
ResNet34,mnist,Gauss-in,Deep,0.0,0.09,,109.81169988080616,72.440985386,0.828691297,0.007561124,1,34,torch_example.ResNet34,005323aeb4bf178b592800b45932a4e6,005323aeb4bf178b592800b45932a4e6,005323aeb4bf178b592800b45932a4e6
ResNet152,mnist,Gauss-in,Pixel,0.0,0.03,,26.78632671473733,165.378983165,3.621250537,0.048362175,8,152,torch_example.ResNet152,0053c9edb592d0b37e8424f03ef54518,0053c9edb592d0b37e8424f03ef54518,0053c9edb592d0b37e8424f03ef54518
ResNet18,mnist,Control,Pixel,,,0.0,,112.884102815,1.710757771,,2,18,torch_example.ResNet18,0057ea45a255fdea0a92c604355559c3,0057ea45a255fdea0a92c604355559c3,0057ea45a255fdea0a92c604355559c3
ResNet18,mnist,Control,Deep,0.9917142857142855,0.08,0.0,188.13353341116485,25.424850801,0.489014363,0.008238936,2,18,torch_example.ResNet18,0059d34a86c5a8e25c3bb06da1cd6555,0059d34a86c5a8e25c3bb06da1cd6555,0059d34a86c5a8e25c3bb06da1cd6555
ResNet18,mnist,FSQ,HSJ,0.9880833333333332,0.07,0.2,64.79176885870034,,1.435367511,0.014955171,0,18,torch_example.ResNet18,005a9192170f26d87b5bdc42faccbe2e,005a9192170f26d87b5bdc42faccbe2e,005a9192170f26d87b5bdc42faccbe2e
ResNet101,mnist,Control,HSJ,0.9527142857142856,0.06,0.6194029850746269,40.29504071679904,,2.332793275,0.040578164,9,101,torch_example.ResNet101,006020060c1f60998c56896679f9faf7,006020060c1f60998c56896679f9faf7,006020060c1f60998c56896679f9faf7
ResNet34,mnist,Conf,HSJ,0.9820714285714286,0.04,,30.445158808311696,207.587490275,3.153210683,0.015908481,4,34,torch_example.ResNet34,00603349e13a42bef3170206db60dea6,00603349e13a42bef3170206db60dea6,00603349e13a42bef3170206db60dea6
ResNet18,mnist,Conf,Deep,0.9835,0.0,1.0,128.01713389513148,,0.781145437,0.012400086,0,18,torch_example.ResNet18,0068306087b005bef9fa12dc87ce3e8e,0068306087b005bef9fa12dc87ce3e8e,0068306087b005bef9fa12dc87ce3e8e
ResNet101,mnist,Control,PGD,0.0,0.15,0.6194029850746269,26.363930459624903,202.089674048,3.224101965,0.046747747,0,101,torch_example.ResNet101,006c37c3f592e137696197cee63eee14,006c37c3f592e137696197cee63eee14,006c37c3f592e137696197cee63eee14
ResNet101,mnist,Control,FGM,0.9571428571428572,0.04,0.6194029850746269,9.615593255651977,500.608833966,9.983783366,0.035565152,5,101,torch_example.ResNet101,0071a491502831c197cf631aba804f1a,0071a491502831c197cf631aba804f1a,0071a491502831c197cf631aba804f1a
ResNet18,mnist,Conf,PGD,0.9905,0.04,0.0,142.8558737357646,,0.67200597,0.035777909,0,18,torch_example.ResNet18,00720631a48e3d97981513005c81340f,00720631a48e3d97981513005c81340f,00720631a48e3d97981513005c81340f
ResNet101,mnist,Conf,PGD,0.0,0.1,,8.413168345499532,,10.697515645,0.10032816,0,101,torch_example.ResNet101,00731310c390322e1398a374b3b32dfc,00731310c390322e1398a374b3b32dfc,00731310c390322e1398a374b3b32dfc
ResNet101,mnist,FSQ,HSJ,0.9812857142857144,0.08,,29.672654051031824,141.442591615,3.100497847,0.025397612,0,101,torch_example.ResNet101,007477960688abbecbaf133e8bfa3ea2,007477960688abbecbaf133e8bfa3ea2,007477960688abbecbaf133e8bfa3ea2
ResNet101,mnist,Control,Pixel,0.331,0.07,0.6194029850746269,33.81349096479888,,2.7503815,0.029673125,2,101,torch_example.ResNet101,007fed9487716981928d08d9ef9d868d,007fed9487716981928d08d9ef9d868d,007fed9487716981928d08d9ef9d868d
ResNet50,mnist,FSQ,PGD,0.0,0.14,,62.59584014511335,,1.373893214,0.011546536,2,50,torch_example.ResNet50,00829aae39fbfb82608ddbf7c7b865a3,00829aae39fbfb82608ddbf7c7b865a3,00829aae39fbfb82608ddbf7c7b865a3
ResNet152,mnist,Gauss-in,FGM,0.9353571428571428,0.08,,6.652465175389136,700.29733893,13.829459843,0.028461985,8,152,torch_example.ResNet152,0087c2dbfc09962e2745693daf2789b7,0087c2dbfc09962e2745693daf2789b7,0087c2dbfc09962e2745693daf2789b7
ResNet18,mnist,FSQ,FGM,0.9843333333333332,0.15,1.0,86.18039651681548,,0.98630319,0.008610647,0,18,torch_example.ResNet18,00893dca351e58ff99856b2c28e49e11,00893dca351e58ff99856b2c28e49e11,00893dca351e58ff99856b2c28e49e11
ResNet18,mnist,Gauss-out,PGD,0.9891666666666666,0.14,0.2929292929292929,62.653339586408606,,1.372632338,0.010107135,0,18,torch_example.ResNet18,0089d8a1f8ec2100983e4c622af0348a,0089d8a1f8ec2100983e4c622af0348a,0089d8a1f8ec2100983e4c622af0348a
ResNet152,mnist,FSQ,PGD,0.0,0.03,,7.970198418445411,709.68435434,12.170336911,0.029833869,3,152,torch_example.ResNet152,00903ebd0f07308e636335b2dfb1310f,00903ebd0f07308e636335b2dfb1310f,00903ebd0f07308e636335b2dfb1310f
ResNet18,mnist,Conf,Deep,0.9910833333333332,0.0,0.8988764044943821,72.64182359545802,,1.376617423,0.005787583,0,18,torch_example.ResNet18,009118347e4f6450333710efbd4dd94b,009118347e4f6450333710efbd4dd94b,009118347e4f6450333710efbd4dd94b
ResNet50,mnist,Gauss-out,Pixel,0.9806428571428571,0.06,,33.249429329875035,,2.827116191,0.013175284,9,50,torch_example.ResNet50,0094d13da242ab1d01c2649f6fa82ae1,0094d13da242ab1d01c2649f6fa82ae1,0094d13da242ab1d01c2649f6fa82ae1
ResNet18,mnist,Gauss-in,PGD,0.19925,0.05,0.2929292929292929,62.55446518513461,,1.51867656,0.021610146,0,18,torch_example.ResNet18,009b84cc3b75b14c2897bf8dedae1d9f,009b84cc3b75b14c2897bf8dedae1d9f,009b84cc3b75b14c2897bf8dedae1d9f
ResNet18,mnist,FSQ,FGM,0.98875,0.06,0.2,40.65153292984452,,2.312335925,0.049336281,0,18,torch_example.ResNet18,00a61086fb5d6a7bf39dd643d3a3a8e0,00a61086fb5d6a7bf39dd643d3a3a8e0,00a61086fb5d6a7bf39dd643d3a3a8e0
ResNet18,mnist,Conf,PGD,0.9905833333333334,0.12,0.449438202247191,113.97228399203424,,0.772117544,0.009000495,0,18,torch_example.ResNet18,00a84b9da5397c5f0c037107467819b2,00a84b9da5397c5f0c037107467819b2,00a84b9da5397c5f0c037107467819b2
ResNet18,mnist,Gauss-in,HSJ,0.9301666666666668,0.09,0.2929292929292929,42.07215970224547,,2.162950527,0.014113455,0,18,torch_example.ResNet18,00a89d0e6f4bca29c6d84d71c083150e,00a89d0e6f4bca29c6d84d71c083150e,00a89d0e6f4bca29c6d84d71c083150e
ResNet34,mnist,Conf,PGD,0.0,0.07,,113.52752771973265,44.274820755,0.819184579,0.007799856,9,34,torch_example.ResNet34,00ac2ac81e121c5a73045331cf8b5d89,00ac2ac81e121c5a73045331cf8b5d89,00ac2ac81e121c5a73045331cf8b5d89
ResNet152,mnist,Gauss-in,HSJ,0.0,0.06,,28.16603094141994,155.74293747,3.337353431,0.028497116,9,152,torch_example.ResNet152,00ac6f8bcbb2a913c4124bf5db0506d7,00ac6f8bcbb2a913c4124bf5db0506d7,00ac6f8bcbb2a913c4124bf5db0506d7
ResNet18,mnist,Control,PGD,0.9913333333333332,0.1,0.0,158.01848943794673,,0.569553603,0.011458283,0,18,torch_example.ResNet18,00af1c7d6bb2c1d5a13608e0ea7c854e,00af1c7d6bb2c1d5a13608e0ea7c854e,00af1c7d6bb2c1d5a13608e0ea7c854e
ResNet18,mnist,Control,FGM,0.8353571428571429,0.11,0.0,57.9921771328853,135.947859836,1.534689753,0.00481331,3,18,torch_example.ResNet18,00afb3206b473526516167a7c6023c30,00afb3206b473526516167a7c6023c30,00afb3206b473526516167a7c6023c30
ResNet18,mnist,FSQ,HSJ,0.8999166666666667,0.11,0.2,67.00686367566969,,1.328222142,0.009662018,0,18,torch_example.ResNet18,00b214ab1d888764688e56fe0f033ab6,00b214ab1d888764688e56fe0f033ab6,00b214ab1d888764688e56fe0f033ab6
ResNet18,mnist,Conf,PGD,0.9874166666666668,0.0,0.2247191011235954,154.92507470932512,,0.645473305,0.008212237,0,18,torch_example.ResNet18,00b23e985010688c1294545e180b0443,00b23e985010688c1294545e180b0443,00b23e985010688c1294545e180b0443
ResNet18,mnist,FSQ,PGD,0.8788333333333334,0.11,0.0666666666666666,69.93310699517303,,1.272644729,0.022269103,0,18,torch_example.ResNet18,00b37b794099ea131cd02d694efc5d18,00b37b794099ea131cd02d694efc5d18,00b37b794099ea131cd02d694efc5d18
ResNet34,mnist,Conf,HSJ,0.9935,0.07,,113.56554211612382,,0.818910369,0.00768026,1,34,torch_example.ResNet34,00b779c6d2dddd62a649aca091f442a0,00b779c6d2dddd62a649aca091f442a0,00b779c6d2dddd62a649aca091f442a0
ResNet18,mnist,Gauss-in,FGM,0.9643333333333334,0.13,0.0909090909090909,44.43601701477769,,1.957871246,0.023265263,0,18,torch_example.ResNet18,00b7b84c0d15e6c6eaee71d007f0c8e4,00b7b84c0d15e6c6eaee71d007f0c8e4,00b7b84c0d15e6c6eaee71d007f0c8e4
ResNet18,mnist,Gauss-out,FGM,0.9729166666666668,0.07,0.0,45.76257500203103,,2.0322283,0.041221822,0,18,torch_example.ResNet18,00bb68a0b65ab71c8600530c54e68c91,00bb68a0b65ab71c8600530c54e68c91,00bb68a0b65ab71c8600530c54e68c91
ResNet152,mnist,Gauss-out,FGM,0.0,0.08,,19.21607257842772,267.98337122,4.787658853,0.041139456,2,152,torch_example.ResNet152,00bbb33aa462cdfa19026001a85eabca,00bbb33aa462cdfa19026001a85eabca,00bbb33aa462cdfa19026001a85eabca
ResNet18,mnist,Control,PGD,0.4471666666666666,0.15,0.0,106.91491508296706,,0.795024716,0.011029853,0,18,torch_example.ResNet18,00bc342fedda0a7cd2fc8977d85ab055,00bc342fedda0a7cd2fc8977d85ab055,00bc342fedda0a7cd2fc8977d85ab055
ResNet50,mnist,Gauss-in,Deep,0.0,0.07,,75.03424556916629,70.2238988,1.239434065,0.010760714,6,50,torch_example.ResNet50,00bd68b9198f913deaeeee0668c68fb0,00bd68b9198f913deaeeee0668c68fb0,00bd68b9198f913deaeeee0668c68fb0
ResNet18,mnist,Gauss-in,PGD,0.9814166666666668,0.09,0.2929292929292929,53.12561487243672,,1.712921351,0.015316903,0,18,torch_example.ResNet18,00bd9bc14b75c3fd9e16eb3a37609cad,00bd9bc14b75c3fd9e16eb3a37609cad,00bd9bc14b75c3fd9e16eb3a37609cad
ResNet18,mnist,FSQ,HSJ,0.45125,0.12,0.4666666666666667,68.24623794203171,,1.289448366,0.016556354,0,18,torch_example.ResNet18,00be34d4599ade14fa970ec8212e5e99,00be34d4599ade14fa970ec8212e5e99,00be34d4599ade14fa970ec8212e5e99
ResNet18,mnist,FSQ,PGD,0.9843333333333332,0.11,1.0,74.43840381165309,,1.195619404,0.008063563,0,18,torch_example.ResNet18,00bef17398cc06ae0369cdefe0fee033,00bef17398cc06ae0369cdefe0fee033,00bef17398cc06ae0369cdefe0fee033
ResNet50,mnist,Gauss-out,Thresh,0.955,0.06,,61.25898533437212,,1.534468772,0.013049331,0,50,torch_example.ResNet50,00ca6be3c5ae704f617c882998b088f1,00ca6be3c5ae704f617c882998b088f1,00ca6be3c5ae704f617c882998b088f1
ResNet18,mnist,FSQ,FGM,0.9880833333333332,0.09,0.2,78.28003337760838,,1.162493117,0.011175362,0,18,torch_example.ResNet18,00ce6f1e016af49e621d2d6564015a9c,00ce6f1e016af49e621d2d6564015a9c,00ce6f1e016af49e621d2d6564015a9c
ResNet18,mnist,Gauss-in,Deep,0.81475,0.04,1.0,48.06926820003039,,1.997117984,0.011150126,0,18,torch_example.ResNet18,00ce86f86c14a19add2b82ddef5aa714,00ce86f86c14a19add2b82ddef5aa714,00ce86f86c14a19add2b82ddef5aa714
ResNet50,mnist,Control,Pixel,,,0.2388059701492537,,,5.596919782,,5,50,torch_example.ResNet50,00d1a9a4cfa9a7da38a766b755c8fb88,00d1a9a4cfa9a7da38a766b755c8fb88,00d1a9a4cfa9a7da38a766b755c8fb88
ResNet18,mnist,Conf,FGM,0.9890833333333332,0.13,0.0,145.47084305319623,,0.59805799,0.030392651,0,18,torch_example.ResNet18,00d9482a11fc7cd5dc6b415072cb1580,00d9482a11fc7cd5dc6b415072cb1580,00d9482a11fc7cd5dc6b415072cb1580
ResNet34,mnist,Gauss-in,Thresh,0.0,0.08,,105.02932728197578,72.740631111,0.875945818,0.007565534,2,34,torch_example.ResNet34,00dbb6c7406123e8d8929ede7ae8eae7,00dbb6c7406123e8d8929ede7ae8eae7,00dbb6c7406123e8d8929ede7ae8eae7
ResNet18,mnist,Gauss-in,Deep,0.6395833333333333,0.15,1.0,48.145809791129786,,1.765470357,0.032763311,0,18,torch_example.ResNet18,00dbe111bdfd3a2ed5396596a71cfe5f,00dbe111bdfd3a2ed5396596a71cfe5f,00dbe111bdfd3a2ed5396596a71cfe5f
ResNet101,mnist,Control,HSJ,0.0,0.09,0.6194029850746269,30.225405703962394,,3.010712276,0.025721641,4,101,torch_example.ResNet101,00e95afc21c5183f8b8ed514d6a4f9b8,00e95afc21c5183f8b8ed514d6a4f9b8,00e95afc21c5183f8b8ed514d6a4f9b8
ResNet18,mnist,Gauss-in,FGM,0.979,0.09,0.2929292929292929,62.203198336299856,,1.462947283,0.011228724,0,18,torch_example.ResNet18,00ed2143f90642b995aad0603e264c4e,00ed2143f90642b995aad0603e264c4e,00ed2143f90642b995aad0603e264c4e
ResNet101,mnist,Gauss-out,FGM,0.9483571428571428,0.12,,33.09080189667482,107.785989268,2.659349274,0.024360529,3,101,torch_example.ResNet101,00efbae8a126efa4c7d3fdd771afde97,00efbae8a126efa4c7d3fdd771afde97,00efbae8a126efa4c7d3fdd771afde97
ResNet18,mnist,Gauss-in,PGD,0.9371666666666668,0.13,0.2929292929292929,61.677278190390815,,1.410568082,0.026138353,0,18,torch_example.ResNet18,00efbf06daaa55e815428248ec7ad99e,00efbf06daaa55e815428248ec7ad99e,00efbf06daaa55e815428248ec7ad99e
ResNet18,mnist,Gauss-in,PGD,0.98925,0.09,0.0909090909090909,50.49555258811381,,1.802138908,0.013087735,0,18,torch_example.ResNet18,00f0ce0a8d3c891c2244d849f5edb14b,00f0ce0a8d3c891c2244d849f5edb14b,00f0ce0a8d3c891c2244d849f5edb14b
ResNet34,mnist,FSQ,HSJ,0.9625714285714284,0.06,,30.26795992437356,204.597894208,3.105594174,0.008514162,7,34,torch_example.ResNet34,00f2edd368d0d0573134d04041dd6e7c,00f2edd368d0d0573134d04041dd6e7c,00f2edd368d0d0573134d04041dd6e7c
ResNet18,mnist,FSQ,HSJ,0.97075,0.09,1.0,40.72698427769457,,2.234390825,0.017653562,0,18,torch_example.ResNet18,00f3c9ee36c7882ef76d6a62b33004a8,00f3c9ee36c7882ef76d6a62b33004a8,00f3c9ee36c7882ef76d6a62b33004a8
ResNet18,mnist,Conf,PGD,0.9683333333333334,0.0,0.449438202247191,143.44851036575793,,0.697114245,0.013401734,0,18,torch_example.ResNet18,00f79ab45c57da5d56bd46882eed3f05,00f79ab45c57da5d56bd46882eed3f05,00f79ab45c57da5d56bd46882eed3f05
ResNet50,mnist,Conf,FGM,0.9736428571428573,0.07,,37.42303280293084,257.50105273,2.485100566,0.010780193,9,50,torch_example.ResNet50,00f94aafb57e93069cdcdce9b60a7e30,00f94aafb57e93069cdcdce9b60a7e30,00f94aafb57e93069cdcdce9b60a7e30
ResNet101,mnist,Conf,PGD,0.0979285714285714,0.11,,27.24661126502375,213.58136669,3.266461254,0.041781698,0,101,torch_example.ResNet101,00fcb50e53f0e26d7ac1c73fb08bf71c,00fcb50e53f0e26d7ac1c73fb08bf71c,00fcb50e53f0e26d7ac1c73fb08bf71c
ResNet18,mnist,FSQ,HSJ,0.96325,0.13,0.0666666666666666,114.03055203279428,,0.762953423,0.012354837,0,18,torch_example.ResNet18,00fe6bf9c2c5a6f4f904e6d03a18e403,00fe6bf9c2c5a6f4f904e6d03a18e403,00fe6bf9c2c5a6f4f904e6d03a18e403
ResNet18,mnist,FSQ,HSJ,0.4999166666666667,0.14,0.4666666666666667,125.7725511313938,,0.683773997,0.007141975,0,18,torch_example.ResNet18,01058fb5e22fa2403ca731f864d3df99,01058fb5e22fa2403ca731f864d3df99,01058fb5e22fa2403ca731f864d3df99
ResNet34,mnist,Control,HSJ,0.8991428571428571,0.1,0.1194029850746268,25.261417271404788,216.435280221,3.562745472,0.008050013,7,34,torch_example.ResNet34,0105b26b34f312bfc99989600bf15cbb,0105b26b34f312bfc99989600bf15cbb,0105b26b34f312bfc99989600bf15cbb
ResNet34,mnist,Control,PGD,,,0.1194029850746268,,,,,7,34,torch_example.ResNet34,01086c5e5080743b02e0dd311e3748fb,01086c5e5080743b02e0dd311e3748fb,01086c5e5080743b02e0dd311e3748fb
ResNet18,mnist,Gauss-in,PGD,0.9318333333333332,0.13,0.2929292929292929,61.241460101884925,,1.420606234,0.024783857,0,18,torch_example.ResNet18,010b770664544714a0d61fdc0276258e,010b770664544714a0d61fdc0276258e,010b770664544714a0d61fdc0276258e
ResNet18,mnist,FSQ,PGD,0.9880833333333332,0.06,0.2,152.6257701780507,,0.615885508,0.010842789,0,18,torch_example.ResNet18,010d5984c40889e4bac724e99bf6f3d3,010d5984c40889e4bac724e99bf6f3d3,010d5984c40889e4bac724e99bf6f3d3
ResNet34,mnist,FSQ,Pixel,0.9886428571428572,0.13,,88.07727232511301,44.57748254,0.987769009,0.009453878,3,34,torch_example.ResNet34,010e2593533dc3edd0307e61ffd4fcdb,010e2593533dc3edd0307e61ffd4fcdb,010e2593533dc3edd0307e61ffd4fcdb
ResNet18,mnist,Gauss-in,PGD,0.9624166666666668,0.12,0.494949494949495,56.68385225090847,,1.552470351,0.019922271,0,18,torch_example.ResNet18,0110f9c4010c90f87cc94bcd6752b103,0110f9c4010c90f87cc94bcd6752b103,0110f9c4010c90f87cc94bcd6752b103
ResNet152,mnist,Gauss-in,FGM,,,,,,,,3,152,torch_example.ResNet152,0111ec72f5fa70e05a7f2df7d2cb1bd9,0111ec72f5fa70e05a7f2df7d2cb1bd9,0111ec72f5fa70e05a7f2df7d2cb1bd9
