model_name,dataset,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,model_layers,model.init.name,data,attack,model
ResNet18,mnist,FSQ,FGM,0.0994166666666666,0.09,0.0,54.11818305622311,,1.681505085,0.011469556,0,18,torch_example.ResNet18,6dd4d2bccc6b956f10abc827214bb133,6dd4d2bccc6b956f10abc827214bb133,6dd4d2bccc6b956f10abc827214bb133
ResNet18,mnist,Gauss-in,Deep,0.4666666666666667,0.13,0.0,59.85219208096253,,1.453580846,0.024267123,0,18,torch_example.ResNet18,6dd56031e77f03b6b8461cea7eb71917,6dd56031e77f03b6b8461cea7eb71917,6dd56031e77f03b6b8461cea7eb71917
ResNet18,mnist,Conf,PGD,0.4970833333333333,0.09,0.2247191011235954,107.53800287551655,,0.846212479,0.008590546,0,18,torch_example.ResNet18,6dd59134afc6f6f1933964bbd58d9897,6dd59134afc6f6f1933964bbd58d9897,6dd59134afc6f6f1933964bbd58d9897
ResNet18,mnist,FSQ,PGD,0.0985833333333333,0.12,0.0,128.41766955102383,,0.685263954,0.014094017,0,18,torch_example.ResNet18,6dd94dd368384c2cab7a2f704bf39a19,6dd94dd368384c2cab7a2f704bf39a19,6dd94dd368384c2cab7a2f704bf39a19
ResNet34,mnist,Control,PGD,0.9856428571428572,0.12,0.1194029850746268,18.45585854071999,351.641989207,4.768133642,0.01704607,2,34,torch_example.ResNet34,6dd965532fc4924c19b988802d6c718e,6dd965532fc4924c19b988802d6c718e,6dd965532fc4924c19b988802d6c718e
ResNet18,mnist,FSQ,FGM,0.9076666666666666,0.08,0.2,72.78324281084963,,1.264027219,0.008781708,0,18,torch_example.ResNet18,6ddc6c78378af1ea26434d35938992d4,6ddc6c78378af1ea26434d35938992d4,6ddc6c78378af1ea26434d35938992d4
ResNet18,mnist,Gauss-out,Deep,0.9675833333333334,0.13,0.494949494949495,89.64658484657902,,0.970477572,0.011052724,0,18,torch_example.ResNet18,6de6d45964c243deafc87d4a749afa5a,6de6d45964c243deafc87d4a749afa5a,6de6d45964c243deafc87d4a749afa5a
ResNet18,mnist,FSQ,FGM,0.8995,0.07,0.2,80.71797986934723,,1.152159657,0.011708901,0,18,torch_example.ResNet18,6de9fcdbce34982a4a05fc1c466b6293,6de9fcdbce34982a4a05fc1c466b6293,6de9fcdbce34982a4a05fc1c466b6293
ResNet18,mnist,Control,HSJ,0.903,0.16,0.0,17.41660573223526,,4.822983381,0.008415613,6,18,torch_example.ResNet18,6ded6be775892ccec0698430cf0ff611,6ded6be775892ccec0698430cf0ff611,6ded6be775892ccec0698430cf0ff611
ResNet18,mnist,FSQ,Deep,0.9889166666666668,0.15,0.4666666666666667,91.11092118592968,,0.932928774,0.020998362,0,18,torch_example.ResNet18,6deee243c9c33e79acf2359824ed550d,6deee243c9c33e79acf2359824ed550d,6deee243c9c33e79acf2359824ed550d
ResNet152,mnist,Control,Pixel,,,1.0,,,,,6,152,torch_example.ResNet152,6deefb30d35634e9b595e4276fff3e1d,6deefb30d35634e9b595e4276fff3e1d,6deefb30d35634e9b595e4276fff3e1d
ResNet18,mnist,FSQ,Deep,0.99,0.05,0.2,57.87192197667029,,1.641555987,0.011835111,0,18,torch_example.ResNet18,6df0c0e58323bcb5cb1dc07c324d747e,6df0c0e58323bcb5cb1dc07c324d747e,6df0c0e58323bcb5cb1dc07c324d747e
ResNet101,mnist,Gauss-out,Deep,0.0,0.03,,18.05055212730176,192.503081489,5.373796841,0.032787424,3,101,torch_example.ResNet101,6df110b169d1f5c64d9ae8f52a5d20a4,6df110b169d1f5c64d9ae8f52a5d20a4,6df110b169d1f5c64d9ae8f52a5d20a4
ResNet18,mnist,Conf,Deep,0.9073333333333332,0.11,0.449438202247191,93.28968139332756,,0.954017622,0.006401954,0,18,torch_example.ResNet18,6df191d027864fb1f6fd5d3a56710762,6df191d027864fb1f6fd5d3a56710762,6df191d027864fb1f6fd5d3a56710762
ResNet101,mnist,FSQ,FGM,0.2051428571428571,0.13,,8.723886948133334,500.651364243,9.972618916,0.021230966,9,101,torch_example.ResNet101,6df329726511a763e74192693b98c418,6df329726511a763e74192693b98c418,6df329726511a763e74192693b98c418
ResNet18,mnist,Control,PGD,0.42725,0.09,0.0,143.6276685464456,,0.633582658,0.01252231,0,18,torch_example.ResNet18,6dfaf0434c540d0baeb84db62422c2fc,6dfaf0434c540d0baeb84db62422c2fc,6dfaf0434c540d0baeb84db62422c2fc
ResNet152,mnist,Control,PGD,0.9520714285714286,0.15,1.0,25.388629721474597,152.743670841,3.347955401,0.028391915,3,152,torch_example.ResNet152,6dfba6d30911c40b5b7f2a3c565bddd2,6dfba6d30911c40b5b7f2a3c565bddd2,6dfba6d30911c40b5b7f2a3c565bddd2
ResNet50,mnist,FSQ,Deep,0.9973571428571428,0.1,,57.12406532017544,,1.57551812,0.012951299,8,50,torch_example.ResNet50,6dfddfbc120f2178a0a053568870c19a,6dfddfbc120f2178a0a053568870c19a,6dfddfbc120f2178a0a053568870c19a
ResNet101,mnist,FSQ,FGM,0.0,0.14,,8.992353624271143,490.749921364,9.563680833,0.023425685,2,101,torch_example.ResNet101,6dff4e2e8904fe392ca7504712e47b43,6dff4e2e8904fe392ca7504712e47b43,6dff4e2e8904fe392ca7504712e47b43
ResNet101,mnist,Gauss-out,PGD,0.1817142857142857,0.1,,16.222582913568548,183.37674348,5.547821853,0.041585742,9,101,torch_example.ResNet101,6e04c7ac6a983bb89b852f139067a167,6e04c7ac6a983bb89b852f139067a167,6e04c7ac6a983bb89b852f139067a167
ResNet18,mnist,Gauss-in,FGM,0.8231666666666667,0.04,1.0,53.39098046479084,,1.79805651,0.015303053,0,18,torch_example.ResNet18,6e052b7f9b8c2167b1e4e4c52aac0c28,6e052b7f9b8c2167b1e4e4c52aac0c28,6e052b7f9b8c2167b1e4e4c52aac0c28
ResNet18,mnist,Control,PGD,0.9901666666666666,0.15,0.0,148.93566308590115,,0.570716229,0.01106242,0,18,torch_example.ResNet18,6e05e9ce0c780368f1cdd888749ebb7d,6e05e9ce0c780368f1cdd888749ebb7d,6e05e9ce0c780368f1cdd888749ebb7d
ResNet18,mnist,Conf,Deep,0.905,0.12,0.8988764044943821,88.74724407409363,,0.991580087,0.009470615,0,18,torch_example.ResNet18,6e0a6e2b095dc78fa8e2a403979b8de4,6e0a6e2b095dc78fa8e2a403979b8de4,6e0a6e2b095dc78fa8e2a403979b8de4
ResNet152,mnist,Control,Deep,,,1.0,,,,,9,152,torch_example.ResNet152,6e0a899dc81ce2a1ccfd53aad41efb9a,6e0a899dc81ce2a1ccfd53aad41efb9a,6e0a899dc81ce2a1ccfd53aad41efb9a
ResNet18,mnist,Gauss-in,FGM,0.9045,0.07,0.0,44.87577538524056,,2.07238759,0.020921919,0,18,torch_example.ResNet18,6e0c1813ff182eeb7d4013350501c16c,6e0c1813ff182eeb7d4013350501c16c,6e0c1813ff182eeb7d4013350501c16c
ResNet34,mnist,Control,FGM,0.0,0.1,0.1194029850746268,105.00463574465886,44.454426571,0.857105016,0.008158091,8,34,torch_example.ResNet34,6e145129b5a4fba18ab0181f3ab77cde,6e145129b5a4fba18ab0181f3ab77cde,6e145129b5a4fba18ab0181f3ab77cde
ResNet18,mnist,FSQ,PGD,0.8995,0.09,0.2,110.28348058436175,,0.825146246,0.019406322,0,18,torch_example.ResNet18,6e1592358129c18e5e8dbb0c7d5ecf61,6e1592358129c18e5e8dbb0c7d5ecf61,6e1592358129c18e5e8dbb0c7d5ecf61
ResNet18,mnist,Control,PGD,0.9713333333333334,0.05,0.0,116.63902994889172,,0.814478653,0.008726714,0,18,torch_example.ResNet18,6e16f777405f4d490c1744ce781ea263,6e16f777405f4d490c1744ce781ea263,6e16f777405f4d490c1744ce781ea263
ResNet18,mnist,FSQ,HSJ,0.45125,0.08,0.4666666666666667,134.3251775962085,,0.684905106,0.006668035,0,18,torch_example.ResNet18,6e1702de9d567593fc69e25c5a072f59,6e1702de9d567593fc69e25c5a072f59,6e1702de9d567593fc69e25c5a072f59
ResNet18,mnist,Gauss-in,FGM,0.9654166666666668,0.03,0.2929292929292929,55.70798715758374,,1.741222488,0.010720701,0,18,torch_example.ResNet18,6e1835863be04c64a29cd9d655f1530b,6e1835863be04c64a29cd9d655f1530b,6e1835863be04c64a29cd9d655f1530b
ResNet18,mnist,Gauss-out,PGD,0.4563333333333333,0.09,0.0909090909090909,72.296907222523,,1.25869838,0.007838213,0,18,torch_example.ResNet18,6e1cba1de4cbfdde8cea49946626aa04,6e1cba1de4cbfdde8cea49946626aa04,6e1cba1de4cbfdde8cea49946626aa04
ResNet34,mnist,Control,Thresh,0.9079285714285714,0.17,0.1194029850746268,35.80998246854571,154.025584168,2.317789462,0.010680216,3,34,torch_example.ResNet34,6e1d0fbc8c6ec55f31e2f10bd4508a9c,6e1d0fbc8c6ec55f31e2f10bd4508a9c,6e1d0fbc8c6ec55f31e2f10bd4508a9c
ResNet18,mnist,FSQ,Deep,0.0975,0.13,0.0,139.03037893362605,,0.625762518,0.021976175,0,18,torch_example.ResNet18,6e1dd0da1cca911088120d37b040c7cf,6e1dd0da1cca911088120d37b040c7cf,6e1dd0da1cca911088120d37b040c7cf
ResNet50,mnist,Conf,Pixel,,,,,255.694070849,2.373440846,,0,50,torch_example.ResNet50,6e1eccd57d42684a454833f6eac95e90,6e1eccd57d42684a454833f6eac95e90,6e1eccd57d42684a454833f6eac95e90
ResNet34,mnist,Conf,FGM,0.9642857142857144,0.09,,106.57951850734892,46.089813588,0.853822585,0.007941992,6,34,torch_example.ResNet34,6e24bdc3f59baa4d09e572cca4dd054b,6e24bdc3f59baa4d09e572cca4dd054b,6e24bdc3f59baa4d09e572cca4dd054b
ResNet18,mnist,FSQ,Deep,0.9818333333333332,0.09,0.0666666666666666,127.93540763398168,,0.71129644,0.016324035,0,18,torch_example.ResNet18,6e25b46df62134d2813bb7809646b125,6e25b46df62134d2813bb7809646b125,6e25b46df62134d2813bb7809646b125
ResNet18,mnist,Gauss-in,Deep,0.1170833333333333,0.2,1.0,58.31691072632773,,1.371814779,0.016465642,0,18,torch_example.ResNet18,6e25f02ac4389d651115d0fcf536d8ee,6e25f02ac4389d651115d0fcf536d8ee,6e25f02ac4389d651115d0fcf536d8ee
ResNet152,mnist,Gauss-in,FGM,0.0,0.06,,6.853652583610142,710.828736931,13.715314404,0.028569804,7,152,torch_example.ResNet152,6e2f138ba661ce1125982d8319a8a553,6e2f138ba661ce1125982d8319a8a553,6e2f138ba661ce1125982d8319a8a553
ResNet101,mnist,Control,FGM,0.0,0.12,0.6194029850746269,8.898079952054703,497.292608649,9.889774027,0.037441906,8,101,torch_example.ResNet101,6e31555dfaafe64afb1be34e7a8562bf,6e31555dfaafe64afb1be34e7a8562bf,6e31555dfaafe64afb1be34e7a8562bf
ResNet101,mnist,Gauss-in,HSJ,0.1196428571428571,0.08,,39.1046603096238,111.340592071,2.352660764,0.021899118,1,101,torch_example.ResNet101,6e3416a42c589be066957b0e3fc8dafe,6e3416a42c589be066957b0e3fc8dafe,6e3416a42c589be066957b0e3fc8dafe
ResNet152,mnist,Control,PGD,0.1125,0.06,1.0,27.761823974729783,154.195534866,3.385944673,0.02842433,6,152,torch_example.ResNet152,6e39ac32acac410ef1a4993d4c071e98,6e39ac32acac410ef1a4993d4c071e98,6e39ac32acac410ef1a4993d4c071e98
ResNet18,mnist,FSQ,PGD,0.9076666666666666,0.12,0.2,112.8992588956514,,0.779455958,0.009747336,0,18,torch_example.ResNet18,6e3ab9e98eaa95c0b8ab7e5b4e4e909e,6e3ab9e98eaa95c0b8ab7e5b4e4e909e,6e3ab9e98eaa95c0b8ab7e5b4e4e909e
ResNet50,mnist,Conf,Thresh,0.0,0.11,,71.95081428753578,,1.236956119,0.010864273,0,50,torch_example.ResNet50,6e3ad83a21482132d0cb7f395bb2a887,6e3ad83a21482132d0cb7f395bb2a887,6e3ad83a21482132d0cb7f395bb2a887
ResNet18,mnist,Gauss-in,Deep,0.93325,0.05,0.2929292929292929,65.57075923813382,,1.448816532,0.011772445,0,18,torch_example.ResNet18,6e3e5920d7c2d7fdd86cc694c74a13cb,6e3e5920d7c2d7fdd86cc694c74a13cb,6e3e5920d7c2d7fdd86cc694c74a13cb
ResNet18,mnist,Gauss-in,PGD,0.9645,0.08,0.2929292929292929,52.877775996882384,,1.739861374,0.013136664,0,18,torch_example.ResNet18,6e4065127b738a6197ddae89f41e5e86,6e4065127b738a6197ddae89f41e5e86,6e4065127b738a6197ddae89f41e5e86
ResNet18,mnist,Gauss-in,PGD,0.2436666666666666,0.09,1.0,55.63035760156088,,1.635797502,0.011211254,0,18,torch_example.ResNet18,6e4113f6a03c7a2452a5a425d91ec8da,6e4113f6a03c7a2452a5a425d91ec8da,6e4113f6a03c7a2452a5a425d91ec8da
ResNet18,mnist,Gauss-out,PGD,0.9901666666666666,0.12,0.494949494949495,77.31791898933503,,1.138157896,0.02531141,0,18,torch_example.ResNet18,6e43a059d7f2c4065c0bca838261d5f6,6e43a059d7f2c4065c0bca838261d5f6,6e43a059d7f2c4065c0bca838261d5f6
ResNet50,mnist,Gauss-out,PGD,0.0,0.13,,55.1789738229369,,1.576687531,0.013141699,4,50,torch_example.ResNet50,6e478486126bb7d03d124d8c0a644793,6e478486126bb7d03d124d8c0a644793,6e478486126bb7d03d124d8c0a644793
ResNet18,mnist,Control,PGD,0.9844166666666668,0.09,0.0,72.53212909891954,,1.254616418,0.005541989,0,18,torch_example.ResNet18,6e4ef9d7f8ec72fc691d54831fd818cc,6e4ef9d7f8ec72fc691d54831fd818cc,6e4ef9d7f8ec72fc691d54831fd818cc
ResNet18,mnist,Gauss-out,PGD,0.9914166666666666,0.12,0.2929292929292929,87.34021073708067,,1.007554244,0.007880991,0,18,torch_example.ResNet18,6e555f3bdca67732c7d315b4679c9453,6e555f3bdca67732c7d315b4679c9453,6e555f3bdca67732c7d315b4679c9453
ResNet34,mnist,Control,Deep,0.1126428571428571,0.11,0.1194029850746268,108.40472423890536,,0.82099743,0.007609734,8,34,torch_example.ResNet34,6e5622b605f229d7c8af77034d4d3f40,6e5622b605f229d7c8af77034d4d3f40,6e5622b605f229d7c8af77034d4d3f40
ResNet18,mnist,Control,PGD,0.9870833333333332,0.1,0.0,149.06117471107015,,0.603778953,0.011386935,0,18,torch_example.ResNet18,6e57af689f01d9422140f2ab94ef1137,6e57af689f01d9422140f2ab94ef1137,6e57af689f01d9422140f2ab94ef1137
ResNet34,mnist,Gauss-out,FGM,0.0,0.08,,80.70090603538777,69.698158841,1.140011984,0.009838318,5,34,torch_example.ResNet34,6e592c28dee4677e8b547a1fad8cb462,6e592c28dee4677e8b547a1fad8cb462,6e592c28dee4677e8b547a1fad8cb462
ResNet18,mnist,Gauss-out,Deep,0.989,0.1,0.494949494949495,55.7028724954459,,1.615715599,0.007862375,0,18,torch_example.ResNet18,6e59674a0051734a9a6304a1c298d4bb,6e59674a0051734a9a6304a1c298d4bb,6e59674a0051734a9a6304a1c298d4bb
ResNet18,mnist,Gauss-out,FGM,0.9840833333333332,0.15,0.494949494949495,52.45851745375508,,1.620327911,0.010531796,0,18,torch_example.ResNet18,6e597b967e8a1222b59f660b22480cae,6e597b967e8a1222b59f660b22480cae,6e597b967e8a1222b59f660b22480cae
ResNet34,mnist,Gauss-in,FGM,0.9647857142857142,0.1,,109.37550162719212,47.605849766,0.822853369,0.007896695,9,34,torch_example.ResNet34,6e5a07eb7e4199b74232c467165eff46,6e5a07eb7e4199b74232c467165eff46,6e5a07eb7e4199b74232c467165eff46
ResNet18,mnist,Conf,Deep,0.9831666666666666,0.05,0.2247191011235954,98.16248253992964,,0.967783185,0.011030811,0,18,torch_example.ResNet18,6e5b4ed8be5a42c41416a3b156e47488,6e5b4ed8be5a42c41416a3b156e47488,6e5b4ed8be5a42c41416a3b156e47488
ResNet18,mnist,Conf,FGM,0.3471666666666667,0.0,1.0,74.9050590922603,,1.335023311,0.02953941,0,18,torch_example.ResNet18,6e5f30b2074729bda81a66c8997c22d2,6e5f30b2074729bda81a66c8997c22d2,6e5f30b2074729bda81a66c8997c22d2
ResNet34,mnist,Control,Deep,0.0,0.08,0.1194029850746268,111.91056899458157,,0.822084999,0.007610888,8,34,torch_example.ResNet34,6e619e3d07a863e0392bc6bbfcd9d1ae,6e619e3d07a863e0392bc6bbfcd9d1ae,6e619e3d07a863e0392bc6bbfcd9d1ae
ResNet152,mnist,FSQ,FGM,0.0,0.1,,25.64698809081253,153.223731145,3.50918399,0.032939238,5,152,torch_example.ResNet152,6e64c7fb96ab04be5cace2e666bdd27f,6e64c7fb96ab04be5cace2e666bdd27f,6e64c7fb96ab04be5cace2e666bdd27f
ResNet152,mnist,Gauss-out,Pixel,0.0,0.08,,24.33632006252885,162.472413177,3.780357908,0.030589024,8,152,torch_example.ResNet152,6e650427e4b855c07f622c638d1c5b89,6e650427e4b855c07f622c638d1c5b89,6e650427e4b855c07f622c638d1c5b89
ResNet34,mnist,Control,Pixel,0.1346428571428571,0.03,0.1194029850746268,23.9062791462136,218.491974136,4.057511393,0.007879346,8,34,torch_example.ResNet34,6e676e659f5f5aa2190288dfb8aa3b63,6e676e659f5f5aa2190288dfb8aa3b63,6e676e659f5f5aa2190288dfb8aa3b63
ResNet101,mnist,Gauss-in,HSJ,0.4246428571428571,0.17,,35.08915530579483,114.274058112,2.365403193,0.019910138,1,101,torch_example.ResNet101,6e68e274e0e233006f5ff5c396a57536,6e68e274e0e233006f5ff5c396a57536,6e68e274e0e233006f5ff5c396a57536
ResNet34,mnist,Control,Deep,0.9859285714285714,0.07,0.1194029850746268,12.851782374568687,,7.236350359,0.059383937,7,34,torch_example.ResNet34,6e6a59c4f4cabe8536b9fdceaab37fac,6e6a59c4f4cabe8536b9fdceaab37fac,6e6a59c4f4cabe8536b9fdceaab37fac
ResNet18,mnist,Control,PGD,0.9900833333333332,0.09,0.0,88.33894725239814,,1.030123211,0.011809948,0,18,torch_example.ResNet18,6e6b186bd5babfad3d93725d660319f9,6e6b186bd5babfad3d93725d660319f9,6e6b186bd5babfad3d93725d660319f9
ResNet152,mnist,Gauss-out,FGM,0.658,0.09,,24.34988596678145,156.584459729,3.737183826,0.033619043,6,152,torch_example.ResNet152,6e6d07064620f1edf10d1b56b7439dfe,6e6d07064620f1edf10d1b56b7439dfe,6e6d07064620f1edf10d1b56b7439dfe
ResNet18,mnist,Gauss-in,PGD,0.9898333333333332,0.08,0.0909090909090909,55.2018001527837,,1.666612316,0.020133556,0,18,torch_example.ResNet18,6e6da2c97273c575bb1810927c21b2cb,6e6da2c97273c575bb1810927c21b2cb,6e6da2c97273c575bb1810927c21b2cb
ResNet34,mnist,Conf,Thresh,0.9977142857142856,0.11,,106.1114010138174,,0.838741164,0.008155446,8,34,torch_example.ResNet34,6e6e2ae14d7ac1c8bc3b41afd5872144,6e6e2ae14d7ac1c8bc3b41afd5872144,6e6e2ae14d7ac1c8bc3b41afd5872144
ResNet18,mnist,Gauss-out,Deep,0.9830833333333332,0.12,0.0909090909090909,86.4556355470386,,1.017863086,0.02401455,0,18,torch_example.ResNet18,6e6e9d88589642604e538a45be2742e7,6e6e9d88589642604e538a45be2742e7,6e6e9d88589642604e538a45be2742e7
ResNet18,mnist,Gauss-out,Deep,0.8846666666666667,0.12,0.494949494949495,45.72901226163912,,1.924380074,0.007934267,0,18,torch_example.ResNet18,6e78abe81871a95631be546e98226c35,6e78abe81871a95631be546e98226c35,6e78abe81871a95631be546e98226c35
ResNet18,mnist,Control,PGD,0.9911666666666666,0.08,0.0,160.34489294117458,,0.573763207,0.009265299,0,18,torch_example.ResNet18,6e80ed2b0467a2e3fcb621d76f12b1f3,6e80ed2b0467a2e3fcb621d76f12b1f3,6e80ed2b0467a2e3fcb621d76f12b1f3
ResNet18,mnist,Gauss-out,PGD,0.9835833333333334,0.07,0.0,88.20765549575577,,1.054330256,0.011958953,0,18,torch_example.ResNet18,6e817729c2284e734c3e59ad59a8049f,6e817729c2284e734c3e59ad59a8049f,6e817729c2284e734c3e59ad59a8049f
ResNet18,mnist,Gauss-in,FGM,0.8144166666666667,0.16,1.0,30.374523241347603,,2.765475505,0.035221435,0,18,torch_example.ResNet18,6e83610313c98279a97d270ffd08b248,6e83610313c98279a97d270ffd08b248,6e83610313c98279a97d270ffd08b248
ResNet34,mnist,Gauss-in,Pixel,0.0,0.14,,104.1524601247674,47.903190973,0.825712613,0.007934362,2,34,torch_example.ResNet34,6e85124303228d4d24577812d112b57a,6e85124303228d4d24577812d112b57a,6e85124303228d4d24577812d112b57a
ResNet18,mnist,Control,FGM,,,0.0,,,,,5,18,torch_example.ResNet18,6e85dd16df67a8c390daa26caff1935e,6e85dd16df67a8c390daa26caff1935e,6e85dd16df67a8c390daa26caff1935e
ResNet152,mnist,Conf,FGM,,,,,,,,2,152,torch_example.ResNet152,6e8d6c75a47633d6307162df24d4122a,6e8d6c75a47633d6307162df24d4122a,6e8d6c75a47633d6307162df24d4122a
ResNet152,mnist,FSQ,FGM,0.0,0.16,,24.32468351960028,152.974646864,3.453282339,0.029554208,4,152,torch_example.ResNet152,6e90ca911b45f7d013b496b22a81bdfc,6e90ca911b45f7d013b496b22a81bdfc,6e90ca911b45f7d013b496b22a81bdfc
ResNet18,mnist,Control,Deep,0.9870833333333332,0.11,0.0,114.31244013054528,,0.778567931,0.032989986,0,18,torch_example.ResNet18,6e9300782b98a20a501b8fc076348201,6e9300782b98a20a501b8fc076348201,6e9300782b98a20a501b8fc076348201
ResNet101,mnist,Gauss-out,PGD,0.8391428571428572,0.09,,16.778569798364796,172.392147824,5.423585031,0.044240314,2,101,torch_example.ResNet101,6e956a2bad55f12fdd4953b8a9fd7f93,6e956a2bad55f12fdd4953b8a9fd7f93,6e956a2bad55f12fdd4953b8a9fd7f93
ResNet152,mnist,FSQ,Deep,0.9726428571428573,0.07,,26.792219092347185,153.234078324,3.471157043,0.031698187,3,152,torch_example.ResNet152,6e961dd21681ef2c73c653cff75d8e83,6e961dd21681ef2c73c653cff75d8e83,6e961dd21681ef2c73c653cff75d8e83
ResNet50,mnist,Control,FGM,0.1058571428571428,0.09,0.2388059701492537,62.003606155625626,110.051577274,1.467656571,0.012259637,4,50,torch_example.ResNet50,6e98bb99e7246ca6d9f5980cbcd1c930,6e98bb99e7246ca6d9f5980cbcd1c930,6e98bb99e7246ca6d9f5980cbcd1c930
ResNet34,mnist,Gauss-out,HSJ,0.9715,0.14,,75.54005739041672,,1.13846882,0.022807168,8,34,torch_example.ResNet34,6e99de5f81a7666a7a0cf20833a2a74c,6e99de5f81a7666a7a0cf20833a2a74c,6e99de5f81a7666a7a0cf20833a2a74c
ResNet18,mnist,Conf,FGM,0.9703333333333334,0.0,0.8988764044943821,71.79508265887047,,1.392853052,0.005896972,0,18,torch_example.ResNet18,6e9f5398c2f156a44ebf53002a6669b0,6e9f5398c2f156a44ebf53002a6669b0,6e9f5398c2f156a44ebf53002a6669b0
ResNet18,mnist,Conf,Deep,0.9885833333333334,0.0,1.0,91.38859506998632,,1.094228442,0.005636004,0,18,torch_example.ResNet18,6ea434d4b0b1ef4feca711093dca2264,6ea434d4b0b1ef4feca711093dca2264,6ea434d4b0b1ef4feca711093dca2264
ResNet152,mnist,Control,Thresh,,,1.0,,,,,1,152,torch_example.ResNet152,6ea4961851730dbdc31ba6d11c29a5ba,6ea4961851730dbdc31ba6d11c29a5ba,6ea4961851730dbdc31ba6d11c29a5ba
ResNet50,mnist,Gauss-out,Deep,0.0,0.11,,31.146195068684108,,2.857491896,0.013501605,7,50,torch_example.ResNet50,6ea5ed74aa51687fa2c65e4396cd7d4c,6ea5ed74aa51687fa2c65e4396cd7d4c,6ea5ed74aa51687fa2c65e4396cd7d4c
ResNet18,mnist,Control,Deep,0.9867857142857144,0.08,0.0,125.06417151391832,55.208944566,0.735622352,0.005205564,1,18,torch_example.ResNet18,6eaa58533d72fc09ad8f449a018b73e3,6eaa58533d72fc09ad8f449a018b73e3,6eaa58533d72fc09ad8f449a018b73e3
ResNet101,mnist,Conf,Deep,0.0908571428571428,0.13,,25.52036442535965,,3.409042228,0.023454214,3,101,torch_example.ResNet101,6eac09e3ba22e0c0351052cfde367464,6eac09e3ba22e0c0351052cfde367464,6eac09e3ba22e0c0351052cfde367464
ResNet18,mnist,Control,Thresh,0.9857857142857144,0.1,0.0,55.30804400142794,,1.627249736,0.009901703,1,18,torch_example.ResNet18,6eac495786efe353ce6d18888dd9c445,6eac495786efe353ce6d18888dd9c445,6eac495786efe353ce6d18888dd9c445
ResNet50,mnist,FSQ,HSJ,0.0,0.11,,55.39130491543137,,1.606750376,0.013007761,8,50,torch_example.ResNet50,6eaea3689d65691d5a29191a71141ada,6eaea3689d65691d5a29191a71141ada,6eaea3689d65691d5a29191a71141ada
ResNet34,mnist,Conf,FGM,0.0,0.11,,104.0755888325518,44.572657384,0.855147696,0.007974738,3,34,torch_example.ResNet34,6eafcbbdf5327d838f8038b7947b7e84,6eafcbbdf5327d838f8038b7947b7e84,6eafcbbdf5327d838f8038b7947b7e84
ResNet18,mnist,FSQ,PGD,0.9908333333333332,0.13,0.4666666666666667,84.94745723446711,,1.024162498,0.020089901,0,18,torch_example.ResNet18,6eb999f6b32f7df4fd0c7ac63204714c,6eb999f6b32f7df4fd0c7ac63204714c,6eb999f6b32f7df4fd0c7ac63204714c
ResNet152,mnist,Conf,FGM,0.9717857142857144,0.12,,26.467869100516204,153.048853345,3.324785976,0.029232782,3,152,torch_example.ResNet152,6ebe78e0b2f6264666ed2bca6b93c924,6ebe78e0b2f6264666ed2bca6b93c924,6ebe78e0b2f6264666ed2bca6b93c924
ResNet152,mnist,Gauss-in,Deep,0.1845714285714285,0.09,,6.42824984684557,713.6811225,14.156263706,0.056060889,1,152,torch_example.ResNet152,6ec1698f0ef421fb162c62a9099aa3e3,6ec1698f0ef421fb162c62a9099aa3e3,6ec1698f0ef421fb162c62a9099aa3e3
ResNet18,mnist,Gauss-out,FGM,0.9841666666666666,0.09,0.494949494949495,90.88873165160508,76.030203864,1.001224226,0.014619311,0,18,torch_example.ResNet18,6ec2cb9f24e5e31cb5a9afe636fc2c89,6ec2cb9f24e5e31cb5a9afe636fc2c89,6ec2cb9f24e5e31cb5a9afe636fc2c89
ResNet50,mnist,Conf,Deep,0.972,0.07,,16.464902426889385,,5.648378447,0.061878282,2,50,torch_example.ResNet50,6ec31afc069ef986023e5708230c65ec,6ec31afc069ef986023e5708230c65ec,6ec31afc069ef986023e5708230c65ec
ResNet50,mnist,Control,FGM,0.1089285714285714,0.05,0.2388059701492537,14.547875842122052,527.454990895,6.530162962,0.010907198,1,50,torch_example.ResNet50,6ec51cb5f192703abd0cd0451719640d,6ec51cb5f192703abd0cd0451719640d,6ec51cb5f192703abd0cd0451719640d
ResNet34,mnist,Control,Thresh,0.9831428571428572,0.12,0.1194029850746268,108.13218359266044,,0.813818764,0.007833502,9,34,torch_example.ResNet34,6ec6fd93cae51d7098e1d4aa5d9c321b,6ec6fd93cae51d7098e1d4aa5d9c321b,6ec6fd93cae51d7098e1d4aa5d9c321b
ResNet34,mnist,Control,Thresh,0.986,0.08,0.1194029850746268,9.307343956329303,,9.884667466,0.023013552,7,34,torch_example.ResNet34,6ec99ec8e9126b6cc00797918c14fa4d,6ec99ec8e9126b6cc00797918c14fa4d,6ec99ec8e9126b6cc00797918c14fa4d
ResNet18,mnist,FSQ,FGM,0.1125833333333333,0.04,0.0,93.28491811101529,,1.029105261,0.006942113,0,18,torch_example.ResNet18,6ecbf1a5a45376726789ed9ad53816c8,6ecbf1a5a45376726789ed9ad53816c8,6ecbf1a5a45376726789ed9ad53816c8
