model_name,dataset,def_gen,atk_gen,accuracy,adv_accuracy,def_value,adv_failure_rate,train_time,predict_time,adv_predict_time,data.sample.random_state,Epochs,model_layers,model.init.name,data,attack,model
ResNet18,cifar100,Conf,HSJ,0.0535833333333333,0.01,0.2247191011235954,88.82102141432838,189.918517821,1.114601008,0.005625893,7,1,18,torch_example.ResNet18,8a2ea6eb31d5669342b6a3efd140ff38,8a2ea6eb31d5669342b6a3efd140ff38,8a2ea6eb31d5669342b6a3efd140ff38
ResNet18,cifar100,Conf,PGD,0.3461666666666667,0.01,0.0,48.41170747852664,192.486015958,2.04495989,0.008625717,3,1,18,torch_example.ResNet18,8b411a870f15dda6adb06b1010b74b62,8b411a870f15dda6adb06b1010b74b62,8b411a870f15dda6adb06b1010b74b62
ResNet18,cifar100,Conf,Pixel,0.3275833333333333,0.02,1.0,51.550937546354255,181.93837646,1.901032351,0.008306873,2,1,18,torch_example.ResNet18,8b65aa24d63fe3abb2191fcf165c4ec0,8b65aa24d63fe3abb2191fcf165c4ec0,8b65aa24d63fe3abb2191fcf165c4ec0
ResNet18,cifar100,Conf,PGD,0.0095,0.01,0.0,45.44345875287285,192.511116214,2.17853136,0.010971345,6,1,18,torch_example.ResNet18,8b8b34fe85af78ae79fbadb42f8c561d,8b8b34fe85af78ae79fbadb42f8c561d,8b8b34fe85af78ae79fbadb42f8c561d
ResNet18,cifar100,Conf,FGM,0.01,0.0,0.2247191011235954,41.08581123411876,187.696468081,2.433930279,0.009054928,1,1,18,torch_example.ResNet18,8bbd8c4e1cb3b6c0e83ccead43c6dca8,8bbd8c4e1cb3b6c0e83ccead43c6dca8,8bbd8c4e1cb3b6c0e83ccead43c6dca8
ResNet18,cifar100,Conf,Deep,0.0,0.0,0.8988764044943821,77.92531625533739,102.577781881,1.283280002,0.007054182,8,1,18,torch_example.ResNet18,8cd2d206b129765ebf8ffdb88ea636c5,8cd2d206b129765ebf8ffdb88ea636c5,8cd2d206b129765ebf8ffdb88ea636c5
ResNet18,cifar100,Conf,Deep,0.1783333333333333,0.01,0.449438202247191,42.42243346000175,182.104506649,2.333670936,0.008462319,6,1,18,torch_example.ResNet18,8ce77c7727b361c439925ce77c4684e1,8ce77c7727b361c439925ce77c4684e1,8ce77c7727b361c439925ce77c4684e1
ResNet18,cifar100,Conf,PGD,0.0108333333333333,0.0,0.449438202247191,45.89114742726745,192.414343212,2.179069507,0.010613989,3,1,18,torch_example.ResNet18,8d57362d94075b7db4ed76f5c83a681c,8d57362d94075b7db4ed76f5c83a681c,8d57362d94075b7db4ed76f5c83a681c
ResNet18,cifar100,Conf,FGM,0.01,0.0,0.0,132.66602042041023,184.291174236,0.753772516,0.00573172,7,1,18,torch_example.ResNet18,8d9143bd5893b62aa944307e0c62e12f,8d9143bd5893b62aa944307e0c62e12f,8d9143bd5893b62aa944307e0c62e12f
ResNet18,cifar100,Conf,PGD,0.0,0.0,0.8988764044943821,133.9531551215646,187.459914748,0.746529635,0.005754312,6,1,18,torch_example.ResNet18,8da56b309a69c9e788d85aa966a5ac19,8da56b309a69c9e788d85aa966a5ac19,8da56b309a69c9e788d85aa966a5ac19
ResNet18,cifar100,Conf,FGM,0.0111666666666666,0.0,0.449438202247191,41.01062713179109,183.323702186,2.438392363,0.006162472,1,1,18,torch_example.ResNet18,8dda2a0774e31c6da67eae2fe380013f,8dda2a0774e31c6da67eae2fe380013f,8dda2a0774e31c6da67eae2fe380013f
ResNet18,cifar100,Conf,FGM,0.0115833333333333,0.01,0.2247191011235954,39.514333131246,188.428038766,2.505419987,0.005691743,3,1,18,torch_example.ResNet18,8e29538790caf66b55b3e25cc489abc2,8e29538790caf66b55b3e25cc489abc2,8e29538790caf66b55b3e25cc489abc2
ResNet18,cifar100,Conf,FGM,0.0,0.0,1.0,45.99678103763052,192.289245642,2.174065179,0.01257957,9,1,18,torch_example.ResNet18,8e2b076020dd4ea6180fb08d0f3fb98d,8e2b076020dd4ea6180fb08d0f3fb98d,8e2b076020dd4ea6180fb08d0f3fb98d
ResNet18,cifar100,Conf,HSJ,0.3158333333333333,0.02,0.8988764044943821,48.731729126547386,191.321674338,2.011010111,0.005960557,4,1,18,torch_example.ResNet18,8e6021853051e0dfd18b45e2bd90fc30,8e6021853051e0dfd18b45e2bd90fc30,8e6021853051e0dfd18b45e2bd90fc30
ResNet18,cifar100,Conf,Deep,0.1851666666666666,0.0,1.0,49.47878603950847,192.018793916,2.021068179,0.02316478,6,1,18,torch_example.ResNet18,8e8f2c0f0703cdb61cb975d4cc6f9efd,8e8f2c0f0703cdb61cb975d4cc6f9efd,8e8f2c0f0703cdb61cb975d4cc6f9efd
ResNet18,cifar100,Conf,Thresh,0.0090833333333333,0.01,1.0,49.16492749874102,185.898121393,2.01363055,0.005700917,8,1,18,torch_example.ResNet18,8e9a9d94f1aff8ec30020e41f69b5c57,8e9a9d94f1aff8ec30020e41f69b5c57,8e9a9d94f1aff8ec30020e41f69b5c57
ResNet18,cifar100,Conf,Pixel,0.11625,0.02,0.0,39.174227087962535,190.414952936,2.501644762,0.00580951,9,1,18,torch_example.ResNet18,8ea230de18ade0fcb4a13debaf2358bf,8ea230de18ade0fcb4a13debaf2358bf,8ea230de18ade0fcb4a13debaf2358bf
ResNet18,cifar100,Conf,Deep,0.059,0.0,0.449438202247191,43.19155530666067,192.213834272,2.315267401,0.025706741,0,1,18,torch_example.ResNet18,8f12864e9b2b12cf0c9d2fa927e97010,8f12864e9b2b12cf0c9d2fa927e97010,8f12864e9b2b12cf0c9d2fa927e97010
ResNet18,cifar100,Conf,Pixel,0.013,0.04,0.8988764044943821,143.08288058717878,192.213834272,0.670939805,0.036535695,4,1,18,torch_example.ResNet18,8fb6cc4404ca8c90f9f4d756634216fc,8fb6cc4404ca8c90f9f4d756634216fc,8fb6cc4404ca8c90f9f4d756634216fc
ResNet18,cifar100,Conf,FGM,0.0,0.0,0.8988764044943821,39.85196685630357,188.366479609,2.509286439,0.012767561,3,1,18,torch_example.ResNet18,8fd0e42457bf1d6f4819eeea37058e45,8fd0e42457bf1d6f4819eeea37058e45,8fd0e42457bf1d6f4819eeea37058e45
ResNet18,cifar100,Conf,HSJ,0.2725833333333333,0.02,0.2247191011235954,44.53523544984165,190.398833905,2.200504814,0.011117516,5,1,18,torch_example.ResNet18,8fdac1c6efd9aff0592266c428a92ecb,8fdac1c6efd9aff0592266c428a92ecb,8fdac1c6efd9aff0592266c428a92ecb
ResNet18,cifar100,Conf,FGM,0.0571666666666666,0.0,0.449438202247191,41.22510836150623,187.163475307,2.425706177,0.011987316,9,1,18,torch_example.ResNet18,90bc1025f4dea0fd196f7f2a78b6b6d1,90bc1025f4dea0fd196f7f2a78b6b6d1,90bc1025f4dea0fd196f7f2a78b6b6d1
ResNet18,cifar100,Conf,Deep,0.0136666666666666,0.0,0.2247191011235954,39.38156100793776,179.37735284,2.539259426,0.019852133,8,1,18,torch_example.ResNet18,90c46ec560abeda7fc3826237b78760e,90c46ec560abeda7fc3826237b78760e,90c46ec560abeda7fc3826237b78760e
ResNet18,cifar100,Conf,FGM,0.1816666666666666,0.0,0.449438202247191,50.34278766589781,191.862738891,1.986381856,0.006135337,8,1,18,torch_example.ResNet18,914b714501767bb000d3a1820c2cd4fe,914b714501767bb000d3a1820c2cd4fe,914b714501767bb000d3a1820c2cd4fe
ResNet18,cifar100,Conf,Thresh,0.34425,0.01,0.2247191011235954,115.71769812400548,187.079109184,0.855530326,0.005877127,2,1,18,torch_example.ResNet18,91c6a1e0c1f34cbb77f3603b539f7607,91c6a1e0c1f34cbb77f3603b539f7607,91c6a1e0c1f34cbb77f3603b539f7607
ResNet18,cifar100,Conf,PGD,0.0105,0.01,0.2247191011235954,91.41110550732309,185.966304263,1.083019393,0.005614708,6,1,18,torch_example.ResNet18,927be87ba217e37a4b2d271a2492aaa6,927be87ba217e37a4b2d271a2492aaa6,927be87ba217e37a4b2d271a2492aaa6
ResNet18,cifar100,Conf,Thresh,0.3319166666666667,0.01,0.449438202247191,43.16878590986735,188.372152369,2.293323704,0.005705694,5,1,18,torch_example.ResNet18,9301fda8e4d4d154d303be02e2974afc,9301fda8e4d4d154d303be02e2974afc,9301fda8e4d4d154d303be02e2974afc
ResNet18,cifar100,Conf,FGM,0.0094166666666666,0.02,0.449438202247191,38.34002737366064,170.628664083,2.556075379,0.028013932,1,1,18,torch_example.ResNet18,936985858fdadb7454b61cce50a61aed,936985858fdadb7454b61cce50a61aed,936985858fdadb7454b61cce50a61aed
ResNet18,cifar100,Conf,HSJ,0.0105833333333333,0.0,0.2247191011235954,45.51372301785495,167.831997291,2.19713953,0.007350378,2,1,18,torch_example.ResNet18,938e8174d23e9638061fccd9ec6aa6de,938e8174d23e9638061fccd9ec6aa6de,938e8174d23e9638061fccd9ec6aa6de
ResNet18,cifar100,Conf,PGD,0.1895833333333333,0.01,0.449438202247191,56.50808936444737,180.914207649,1.751961553,0.005641843,1,1,18,torch_example.ResNet18,93ae8a85c31b9fb8979a81e21f414c97,93ae8a85c31b9fb8979a81e21f414c97,93ae8a85c31b9fb8979a81e21f414c97
ResNet18,cifar100,Conf,PGD,0.3286666666666666,0.0,0.0,65.87518891983117,189.348177209,1.518022212,0.006062422,7,1,18,torch_example.ResNet18,93bc021bf7cc62e2ce6dab625e12a56c,93bc021bf7cc62e2ce6dab625e12a56c,93bc021bf7cc62e2ce6dab625e12a56c
ResNet18,cifar100,Conf,PGD,0.18625,0.0,0.449438202247191,56.15606672584921,190.140674105,1.780751499,0.006032321,1,1,18,torch_example.ResNet18,93bc1c37b19cbc8ceab976a31ee66116,93bc1c37b19cbc8ceab976a31ee66116,93bc1c37b19cbc8ceab976a31ee66116
ResNet18,cifar100,Conf,Thresh,0.28125,0.01,0.8988764044943821,57.91301401999368,186.046611202,1.709460329,0.005639851,1,1,18,torch_example.ResNet18,9468bb1cd7678f87e4b16e383c96d78e,9468bb1cd7678f87e4b16e383c96d78e,9468bb1cd7678f87e4b16e383c96d78e
ResNet18,cifar100,Conf,FGM,0.05775,0.0,0.2247191011235954,54.5038898592283,190.088668631,1.834731434,0.005847139,3,1,18,torch_example.ResNet18,948cd427f142f84c6ec12e99e031d5c4,948cd427f142f84c6ec12e99e031d5c4,948cd427f142f84c6ec12e99e031d5c4
ResNet18,cifar100,Conf,FGM,0.1866666666666666,0.0,1.0,36.289505837027846,185.219641681,2.755617573,0.006153015,1,1,18,torch_example.ResNet18,94cc9d4fd22a2df035ade5eb502805b0,94cc9d4fd22a2df035ade5eb502805b0,94cc9d4fd22a2df035ade5eb502805b0
ResNet18,cifar100,Conf,Deep,0.0113333333333333,0.0,0.8988764044943821,34.89058768593935,179.97755821,2.866102483,0.0056471,2,1,18,torch_example.ResNet18,95031c25363bbb9614a84fb881ac8d1d,95031c25363bbb9614a84fb881ac8d1d,95031c25363bbb9614a84fb881ac8d1d
ResNet18,cifar100,Conf,HSJ,0.0120833333333333,0.02,0.449438202247191,40.05958164588545,187.365638038,2.446356052,0.011130192,0,1,18,torch_example.ResNet18,953510b9799d95d11fed8055b32eece3,953510b9799d95d11fed8055b32eece3,953510b9799d95d11fed8055b32eece3
ResNet18,cifar100,Conf,HSJ,0.1850833333333333,0.02,0.8988764044943821,137.74636517210783,186.495501965,0.71145253,0.006134388,1,1,18,torch_example.ResNet18,9543f2c5993c73e48cff372352777145,9543f2c5993c73e48cff372352777145,9543f2c5993c73e48cff372352777145
ResNet18,cifar100,Conf,HSJ,0.0736666666666666,0.01,0.0,75.42847620191614,184.9333012,1.312501657,0.005661262,9,1,18,torch_example.ResNet18,955e1781fca55c38e57ecb398cc59a92,955e1781fca55c38e57ecb398cc59a92,955e1781fca55c38e57ecb398cc59a92
ResNet18,cifar100,Conf,FGM,0.05175,0.01,0.8988764044943821,77.3631256552603,180.570104989,1.279679423,0.009053797,4,1,18,torch_example.ResNet18,95688faf2edc22b5a3bdc3d6f246ca68,95688faf2edc22b5a3bdc3d6f246ca68,95688faf2edc22b5a3bdc3d6f246ca68
ResNet18,cifar100,Conf,PGD,0.18575,0.0,0.8988764044943821,39.92874356352397,187.621352751,2.504461475,0.012855555,3,1,18,torch_example.ResNet18,958fb73ae6f79d91f6d48db363329c9a,958fb73ae6f79d91f6d48db363329c9a,958fb73ae6f79d91f6d48db363329c9a
ResNet18,cifar100,Conf,Pixel,0.183,0.0,0.2247191011235954,65.23764637388658,181.907509982,1.532857262,0.00573447,9,1,18,torch_example.ResNet18,9596823008c120aae4db923e327a9dbf,9596823008c120aae4db923e327a9dbf,9596823008c120aae4db923e327a9dbf
ResNet18,cifar100,Conf,PGD,0.26675,0.0,1.0,43.71958553035472,192.173637021,2.287304392,0.015590378,9,1,18,torch_example.ResNet18,9615e4e99c8a6ff29043de7a95ed395a,9615e4e99c8a6ff29043de7a95ed395a,9615e4e99c8a6ff29043de7a95ed395a
ResNet18,cifar100,Conf,Thresh,0.01,0.0,0.0,50.2173839745748,144.128909993,1.991342282,0.005685331,2,1,18,torch_example.ResNet18,961eafc53e098c588e4e9036d30f5cd0,961eafc53e098c588e4e9036d30f5cd0,961eafc53e098c588e4e9036d30f5cd0
ResNet18,cifar100,Conf,Deep,0.0121666666666666,0.0,0.2247191011235954,47.46425454767969,192.466071473,2.106848637,0.005549936,7,1,18,torch_example.ResNet18,962449bc1ab307aee12b0bc45904b4a9,962449bc1ab307aee12b0bc45904b4a9,962449bc1ab307aee12b0bc45904b4a9
ResNet18,cifar100,Conf,HSJ,0.01,0.01,0.0,114.8991438701146,147.480731598,0.861625219,0.007629505,8,1,18,torch_example.ResNet18,96560b3c23a9bcffc6b28edd5edadc8d,96560b3c23a9bcffc6b28edd5edadc8d,96560b3c23a9bcffc6b28edd5edadc8d
ResNet18,cifar100,Conf,PGD,0.3284166666666667,0.0,0.8988764044943821,85.25051737068421,172.784528348,1.173013409,0.005547268,2,1,18,torch_example.ResNet18,970d1f7ff81e6a632afc4ad3b716a293,970d1f7ff81e6a632afc4ad3b716a293,970d1f7ff81e6a632afc4ad3b716a293
ResNet18,cifar100,Conf,FGM,0.0110833333333333,0.03,0.2247191011235954,33.94340835981357,151.686077704,2.8576977,0.034150598,6,1,18,torch_example.ResNet18,9734f8ea47b696ef1c5c624443d830c0,9734f8ea47b696ef1c5c624443d830c0,9734f8ea47b696ef1c5c624443d830c0
ResNet18,cifar100,Conf,Thresh,0.2685833333333333,0.0,1.0,57.60497149890634,146.878446709,1.735961279,0.007094722,1,1,18,torch_example.ResNet18,974265a84e32d6f1ddc88cb518687894,974265a84e32d6f1ddc88cb518687894,974265a84e32d6f1ddc88cb518687894
ResNet18,cifar100,Conf,PGD,0.0110833333333333,0.0,0.0,40.93372356428959,185.193298077,2.442973453,0.006940514,7,1,18,torch_example.ResNet18,977791094f072cab9eca57c3a3040830,977791094f072cab9eca57c3a3040830,977791094f072cab9eca57c3a3040830
ResNet18,cifar100,Conf,FGM,0.0548333333333333,0.0,0.2247191011235954,80.95072376771195,180.626375525,1.235319406,0.005857832,2,1,18,torch_example.ResNet18,97a90728f58fb9c49701588b8883e56e,97a90728f58fb9c49701588b8883e56e,97a90728f58fb9c49701588b8883e56e
ResNet18,cifar100,Conf,Deep,0.1910833333333333,0.0,1.0,39.41220989600453,187.512172154,2.537284772,0.015861925,5,1,18,torch_example.ResNet18,983d232cb443eca191bf7abcab4bc055,983d232cb443eca191bf7abcab4bc055,983d232cb443eca191bf7abcab4bc055
ResNet18,cifar100,Conf,PGD,0.01,0.01,0.0,66.34020455441868,189.607159434,1.492307729,0.005901682,5,1,18,torch_example.ResNet18,9874e2a70cecdb915845663f789e6bbd,9874e2a70cecdb915845663f789e6bbd,9874e2a70cecdb915845663f789e6bbd
ResNet18,cifar100,Conf,FGM,0.0104166666666666,0.02,0.0,140.4330034994844,178.356370833,0.697841658,0.005730538,1,1,18,torch_example.ResNet18,988540bc44cc2440edc397c794ec736a,988540bc44cc2440edc397c794ec736a,988540bc44cc2440edc397c794ec736a
ResNet18,cifar100,Conf,HSJ,0.0,0.0,1.0,75.81387289963568,184.945376057,1.319019807,0.00649627,9,1,18,torch_example.ResNet18,9924d6630c10cb5e161dc82be8b3ad3e,9924d6630c10cb5e161dc82be8b3ad3e,9924d6630c10cb5e161dc82be8b3ad3e
ResNet18,cifar100,Conf,PGD,0.0599166666666666,0.01,0.2247191011235954,102.62041052422438,189.352649461,0.964720366,0.007447323,0,1,18,torch_example.ResNet18,992bd9405db028c992a27375988543e1,992bd9405db028c992a27375988543e1,992bd9405db028c992a27375988543e1
ResNet18,cifar100,Conf,HSJ,0.0105833333333333,0.01,0.2247191011235954,37.08594879723984,186.648016423,2.669474645,0.013283879,6,1,18,torch_example.ResNet18,9942fb84eab2bb6b463f2fa7317921a3,9942fb84eab2bb6b463f2fa7317921a3,9942fb84eab2bb6b463f2fa7317921a3
ResNet18,cifar100,Conf,Thresh,0.0783333333333333,0.0,0.8988764044943821,44.009010570298045,192.460652736,2.272261946,0.006858382,8,1,18,torch_example.ResNet18,99b0fb00a32cc09e1257522fd30dd346,99b0fb00a32cc09e1257522fd30dd346,99b0fb00a32cc09e1257522fd30dd346
ResNet18,cifar100,Conf,HSJ,0.146,0.0,1.0,46.2303061086138,189.053986457,2.163083233,0.013288652,3,1,18,torch_example.ResNet18,99ded124b7018f2bb6513dbc69cb501a,99ded124b7018f2bb6513dbc69cb501a,99ded124b7018f2bb6513dbc69cb501a
ResNet18,cifar100,Conf,FGM,0.1816666666666666,0.0,1.0,36.81988924464646,184.11571513,2.715923433,0.005448389,4,1,18,torch_example.ResNet18,99eb83b0eab153da5c8cc37e65989ec4,99eb83b0eab153da5c8cc37e65989ec4,99eb83b0eab153da5c8cc37e65989ec4
ResNet18,cifar100,Conf,PGD,0.01,0.02,0.0,74.16829482976117,188.992837222,1.321319308,0.007111967,4,1,18,torch_example.ResNet18,9a54bb4d0d94af5da06fc0b5b3f59d47,9a54bb4d0d94af5da06fc0b5b3f59d47,9a54bb4d0d94af5da06fc0b5b3f59d47
ResNet18,cifar100,Conf,PGD,0.0304166666666666,0.01,0.0,42.753342147299016,192.289526598,2.315608442,0.008598137,9,1,18,torch_example.ResNet18,9a6feeb2c2967de84280677f4b4f13ec,9a6feeb2c2967de84280677f4b4f13ec,9a6feeb2c2967de84280677f4b4f13ec
ResNet18,cifar100,Conf,Pixel,0.3286666666666666,0.0,0.449438202247191,40.136852716192216,188.248201748,2.491475869,0.005983078,0,1,18,torch_example.ResNet18,9a7e547190e7e48cb4193664374a7233,9a7e547190e7e48cb4193664374a7233,9a7e547190e7e48cb4193664374a7233
ResNet18,cifar100,Conf,Thresh,0.2049166666666666,0.0,0.449438202247191,37.14573305996694,186.673878504,2.692099247,0.006260055,5,1,18,torch_example.ResNet18,9a8d6dadf43373375ad47b4b9ff8d404,9a8d6dadf43373375ad47b4b9ff8d404,9a8d6dadf43373375ad47b4b9ff8d404
ResNet18,cifar100,Conf,Pixel,0.1833333333333333,0.03,0.2247191011235954,36.40143740389854,186.569033101,2.664729937,0.012262389,6,1,18,torch_example.ResNet18,9a8e87c7b25008f96b0f39f0acb7554e,9a8e87c7b25008f96b0f39f0acb7554e,9a8e87c7b25008f96b0f39f0acb7554e
ResNet18,cifar100,Conf,PGD,0.0121666666666666,0.0,0.0,39.892610019336495,191.329691591,2.506729942,0.012793896,7,1,18,torch_example.ResNet18,9aa62ffbb257a207ddf7ada78817b0ff,9aa62ffbb257a207ddf7ada78817b0ff,9aa62ffbb257a207ddf7ada78817b0ff
ResNet18,cifar100,Conf,FGM,0.029,0.0,0.449438202247191,53.5757209529533,190.148032804,1.866517113,0.005867506,0,1,18,torch_example.ResNet18,9b2306c67d15294d684be345f4f0d51a,9b2306c67d15294d684be345f4f0d51a,9b2306c67d15294d684be345f4f0d51a
ResNet18,cifar100,Conf,Deep,0.3298333333333333,0.0,0.2247191011235954,88.834618359697,184.584595044,1.125687281,0.00555588,8,1,18,torch_example.ResNet18,9b4bd8edd86407134da84cd39a7a82f9,9b4bd8edd86407134da84cd39a7a82f9,9b4bd8edd86407134da84cd39a7a82f9
ResNet18,cifar100,Conf,PGD,0.1910833333333333,0.0,0.449438202247191,47.37121479994307,192.319795547,2.110986607,0.006215007,9,1,18,torch_example.ResNet18,9b72404f2366dd73e385b69c534e32b3,9b72404f2366dd73e385b69c534e32b3,9b72404f2366dd73e385b69c534e32b3
ResNet18,cifar100,Conf,FGM,0.0550833333333333,0.01,1.0,52.10678777508041,192.319795547,1.899944407,0.033674182,9,1,18,torch_example.ResNet18,9ba10cd82759d5ae0e06f5da84e97a9f,9ba10cd82759d5ae0e06f5da84e97a9f,9ba10cd82759d5ae0e06f5da84e97a9f
ResNet18,cifar100,Conf,FGM,0.0564166666666666,0.01,1.0,144.61185898050994,190.023482824,0.684591158,0.005797987,6,1,18,torch_example.ResNet18,9bcc2045a9e1e54f4bd5ba028750be83,9bcc2045a9e1e54f4bd5ba028750be83,9bcc2045a9e1e54f4bd5ba028750be83
ResNet18,cifar100,Conf,FGM,0.0555833333333333,0.0,0.2247191011235954,150.88012086149485,178.57641065,0.662777836,0.005618827,4,1,18,torch_example.ResNet18,9bfeb46cd516b3f18205f6c294db5f47,9bfeb46cd516b3f18205f6c294db5f47,9bfeb46cd516b3f18205f6c294db5f47
ResNet18,cifar100,Conf,Deep,0.01,0.0,0.0,44.16339111615928,191.977341465,2.264318873,0.005608141,5,1,18,torch_example.ResNet18,9c64adddf9731336d87eef26a02d56ba,9c64adddf9731336d87eef26a02d56ba,9c64adddf9731336d87eef26a02d56ba
ResNet18,cifar100,Conf,Deep,0.01,0.0,0.2247191011235954,50.671029322032055,192.252626852,1.973514281,0.007637868,2,1,18,torch_example.ResNet18,9c9d8bf9012ab00313be2cda3b8f6acb,9c9d8bf9012ab00313be2cda3b8f6acb,9c9d8bf9012ab00313be2cda3b8f6acb
ResNet18,cifar100,Conf,Pixel,0.01,0.02,0.449438202247191,52.23209637314681,192.252626852,1.876240986,0.036579832,8,1,18,torch_example.ResNet18,9cc5b6b8a73e7bc6c6e35f429c781597,9cc5b6b8a73e7bc6c6e35f429c781597,9cc5b6b8a73e7bc6c6e35f429c781597
ResNet18,cifar100,Conf,FGM,0.0101666666666666,0.0,1.0,39.38149448963397,173.385846941,2.539263715,0.028838325,9,1,18,torch_example.ResNet18,9d164f1276ff3bd8592ed87eb39bb686,9d164f1276ff3bd8592ed87eb39bb686,9d164f1276ff3bd8592ed87eb39bb686
ResNet18,cifar100,Conf,Deep,0.28225,0.01,1.0,45.32707091347172,192.169497713,2.184125248,0.009073159,7,1,18,torch_example.ResNet18,9d25c45f5b411a660ee5b0bc26b7b11c,9d25c45f5b411a660ee5b0bc26b7b11c,9d25c45f5b411a660ee5b0bc26b7b11c
ResNet18,cifar100,Conf,FGM,0.01,0.02,0.0,85.63606393587835,187.914445726,1.144377678,0.005677108,7,1,18,torch_example.ResNet18,9d4e9d7d67a455098f94fc4db2be39aa,9d4e9d7d67a455098f94fc4db2be39aa,9d4e9d7d67a455098f94fc4db2be39aa
ResNet18,cifar100,Conf,Pixel,0.0143333333333333,0.0,1.0,44.52937605565624,188.603107252,2.245708538,0.005690108,4,1,18,torch_example.ResNet18,9d619b8fee8c6e5cb26335bea9c6f7cf,9d619b8fee8c6e5cb26335bea9c6f7cf,9d619b8fee8c6e5cb26335bea9c6f7cf
ResNet18,cifar100,Conf,PGD,0.01,0.01,0.0,48.12796040431999,192.014114496,2.05701632,0.006505954,9,1,18,torch_example.ResNet18,9dacc6ca80dc8f54c403801076f4aacc,9dacc6ca80dc8f54c403801076f4aacc,9dacc6ca80dc8f54c403801076f4aacc
ResNet18,cifar100,Conf,HSJ,0.0986666666666666,0.01,0.0,63.96674919986175,189.85610294,1.547679087,0.008955473,7,1,18,torch_example.ResNet18,9e2ba8b59bb5b7b1547b08fc7fe3e7d1,9e2ba8b59bb5b7b1547b08fc7fe3e7d1,9e2ba8b59bb5b7b1547b08fc7fe3e7d1
ResNet18,cifar100,Conf,FGM,0.0585,0.0,1.0,42.253483878231606,183.438120972,2.366668753,0.005889826,9,1,18,torch_example.ResNet18,9e37c451d4ff5398f10fefc9043af715,9e37c451d4ff5398f10fefc9043af715,9e37c451d4ff5398f10fefc9043af715
ResNet18,cifar100,Conf,Deep,0.1585833333333333,0.0,0.449438202247191,51.08263447445036,192.564698846,1.957612426,0.010214888,4,1,18,torch_example.ResNet18,9e684c3be10443c9fd4275f0f5a36ce9,9e684c3be10443c9fd4275f0f5a36ce9,9e684c3be10443c9fd4275f0f5a36ce9
ResNet18,cifar100,Conf,Deep,0.1876666666666666,0.01,0.2247191011235954,46.981224704771776,188.479592346,2.107224761,0.007877109,5,1,18,torch_example.ResNet18,9e7b63faab5f1d67982cb5ee39fa591e,9e7b63faab5f1d67982cb5ee39fa591e,9e7b63faab5f1d67982cb5ee39fa591e
ResNet18,cifar100,Conf,Thresh,0.05375,0.01,0.449438202247191,70.70303347801419,100.538875552,1.400222807,0.005939389,4,1,18,torch_example.ResNet18,9ee343f7057813d6c43b0de2a895efb4,9ee343f7057813d6c43b0de2a895efb4,9ee343f7057813d6c43b0de2a895efb4
ResNet18,cifar100,Conf,HSJ,0.11275,0.02,0.0,39.941274832690326,187.364274355,2.453602205,0.008678727,5,1,18,torch_example.ResNet18,9f07e550ba889494e01ce80949948b28,9f07e550ba889494e01ce80949948b28,9f07e550ba889494e01ce80949948b28
ResNet18,cifar100,Conf,FGM,0.1950833333333333,0.02,0.449438202247191,141.20125535811758,184.935619805,0.694044821,0.005617067,0,1,18,torch_example.ResNet18,9f1123abeae38f15f613eb0067fbf599,9f1123abeae38f15f613eb0067fbf599,9f1123abeae38f15f613eb0067fbf599
ResNet18,cifar100,Conf,FGM,0.0576666666666666,0.01,0.0,40.06679868684928,183.743561969,2.470873722,0.006360443,7,1,18,torch_example.ResNet18,a02cf322f2c61090a14c756f9bc122ee,a02cf322f2c61090a14c756f9bc122ee,a02cf322f2c61090a14c756f9bc122ee
ResNet18,cifar100,Conf,HSJ,0.0115833333333333,0.02,1.0,48.68971897177581,138.180015552,2.012745238,0.007645381,2,1,18,torch_example.ResNet18,a0664d5fd8f2d8cef82ad959a870fabb,a0664d5fd8f2d8cef82ad959a870fabb,a0664d5fd8f2d8cef82ad959a870fabb
ResNet18,cifar100,Conf,Deep,0.0088333333333333,0.0,0.449438202247191,38.76470278452872,186.300415103,2.579666367,0.005940163,8,1,18,torch_example.ResNet18,a067de198b5b67affa3f99b783b2b218,a067de198b5b67affa3f99b783b2b218,a067de198b5b67affa3f99b783b2b218
ResNet18,cifar100,Conf,PGD,0.0706666666666666,0.0,0.8988764044943821,46.30753067474736,172.794572655,2.159475976,0.006635193,1,1,18,torch_example.ResNet18,a08f1cf857bd78405572b972c20626cf,a08f1cf857bd78405572b972c20626cf,a08f1cf857bd78405572b972c20626cf
ResNet18,cifar100,Conf,FGM,0.3558333333333333,0.0,1.0,52.89306097223696,188.136909267,1.890607164,0.009154723,8,1,18,torch_example.ResNet18,a131e25a6be878d16df8593b8728e16c,a131e25a6be878d16df8593b8728e16c,a131e25a6be878d16df8593b8728e16c
ResNet18,cifar100,Conf,FGM,0.0600833333333333,0.0,1.0,41.854447429831495,192.049641945,2.389232355,0.012226006,4,1,18,torch_example.ResNet18,a150095d1f07c1c2a0138e3a2dbe0525,a150095d1f07c1c2a0138e3a2dbe0525,a150095d1f07c1c2a0138e3a2dbe0525
ResNet18,cifar100,Conf,FGM,0.0124166666666666,0.01,1.0,111.36835100318214,181.248132488,0.888941958,0.005697082,7,1,18,torch_example.ResNet18,a17944f67cc14a82ffad3e514919a2b6,a17944f67cc14a82ffad3e514919a2b6,a17944f67cc14a82ffad3e514919a2b6
