param,covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
alpha_,Atk: Deep,-0.07695779426063723,0.925928932297002,0.030850052043211756,-0.13742278518651857,-0.016492803334755883,0.8716016479576019,0.9836424583106924,0.0,-2.4945758325737093,0.01261077770653375,6.309198940376463
alpha_,Atk: FGM,-3.791060705811092,0.022571647271560066,0.03012284406046237,-3.8501003952815145,-3.7320210163406697,0.02127760016048479,0.023944394889884844,0.0,-125.8533456602471,0.0,inf
alpha_,Atk: HSJ,3.1432757233323683,23.179672826362243,0.031669592564387485,3.0812044625011112,3.2053469841636253,21.784625365088534,24.664056568916465,0.0,99.25216805179198,0.0,inf
alpha_,Atk: PGD,-1.8777535014964606,0.15293328453209584,0.030398515741465508,-1.9373334975332068,-1.8181735054597143,0.1440876480531233,0.16232196051358894,0.0,-61.771223222424815,0.0,inf
alpha_,Atk: Pixel,3.157039004704297,23.50090673101566,0.03386950150414351,3.0906560015818507,3.2234220078267435,21.9914997035009,25.113913313150533,0.0,93.21185327507915,0.0,inf
alpha_,Atk: Thresh,4.220335923956433,68.05634220567795,0.033914129218306235,4.153865452121515,4.28680639579135,63.67967590690218,72.73381417938906,0.0,124.44181882984545,0.0,inf
alpha_,Data: cifar,0.03464048701275776,1.0352474569831565,0.03329053553375934,-0.030607763659461447,0.09988873768497697,0.9698559112133941,1.1050479610411754,0.0,1.0405506086746323,0.2980841644115771,1.7462083600538068
alpha_,Data: cifar100,0.08580532786085135,1.0895941940249267,0.03321513616790394,0.02070485723016588,0.15090579849153682,1.020920689807163,1.1628871072023013,0.0,2.5833200691125193,0.009785449451434971,6.675146168458456
alpha_,Data: mnist,-0.1436389851538211,0.8662004028244891,0.033762144267727015,-0.20981157195941147,-0.0774663983482307,0.8107369971622391,0.9254581207956907,0.0,-4.254439055019516,2.0957372901615852e-05,15.542182594362677
alpha_,Def: Conf,-0.01619441581262605,0.9839360087402041,0.030980160668110126,-0.07691441495738624,0.04452558333213413,0.9259690993201476,1.0455317245536706,0.0,-0.5227350492502773,0.6011586440402117,0.7341823306269426
alpha_,Def: Control,0.002311468251881698,1.0023141417541297,0.03138253550635507,-0.05919717108412371,0.0638201075878871,0.9425209129647498,1.0659006340773796,0.0,0.07365460484904471,0.9412852207063866,0.08729615179572459
alpha_,Def: FSQ,-0.00651570026735258,0.9935054808793323,0.030629051947661225,-0.06654753896537498,0.05351613843066981,0.9356184364666318,1.0549740172552446,0.0,-0.21272941384168786,0.8315380229066529,0.2661458611947953
alpha_,Def: Gauss-in,-0.005256776438394437,0.9947570162319556,0.030688529296619263,-0.06540518859827052,0.05489163572148164,0.9366878512378818,1.0564261296172173,0.0,-0.17129450510922786,0.863992200897835,0.21090980538843368
alpha_,Def: Gauss-out,0.04843868901335309,1.0496310159342817,0.03297680129602665,-0.016194653852192917,0.1130720318788991,0.9839357745245305,1.1197125850451177,0.0,1.4688716646144038,0.14186760147725697,2.8173829383632167
alpha_,Epochs,-0.0003418145572444144,0.9996582438546959,0.00048807619207520843,-0.0012984263154232766,0.0006147972009344478,0.9987024162753051,1.0006149862274694,0.0,-0.7003303229995362,0.4837210389860218,1.0477528070917912
alpha_,accuracy,-0.029950039125422982,0.9704940190672731,0.020748113130400345,-0.07061559360817025,0.01071551535732429,0.9318200208617491,1.0107731321058284,0.0,-1.4435066426131966,0.14887780263374992,2.74779942771986
alpha_,atk_value,0.352119631964557,1.4220786396041363,0.015420272435570991,0.3218964533590421,0.38234281057007186,1.37974190092103,1.465714461428173,0.0,22.834851552447198,2.0669518639336977e-115,380.9742261209963
alpha_,data.sample.random_state,0.0021924430228854423,1.0021948481834944,0.0019209416628502873,-0.0015725334527036039,0.0059574194984744885,0.9984287023301716,1.0059752002135383,0.0,1.1413376393910382,0.25372944456653435,1.9786371451929927
alpha_,def_value,0.0023571387752193444,1.00235991901086,0.015329786970747456,-0.027688691578117045,0.03240296912855573,0.9726911266125675,1.032933661827934,0.0,0.1537620046330242,0.8777973933999291,0.18804010873466764
alpha_,model_layers,0.00869395025687121,1.0087318524025708,0.00013667002171178483,0.008426081936549805,0.008961818577192616,1.0084616812823706,1.009002095902749,0.0,63.61270853680962,0.0,inf
alpha_,predict_time,0.02214261699792877,1.022389584206644,0.0010387589394194572,0.02010668688804761,0.024178547107809933,1.0203101879391245,1.0244732182921217,0.0,21.31641534685984,7.995310597281828e-101,332.5155835038324
alpha_,train_time,4.302778175687591e-05,1.000043028707465,5.654133310991153e-06,3.194588410354504e-05,5.410967941020678e-05,1.0000319463943788,1.0000541111433652,0.0,7.609969448939871,2.741607210301675e-14,45.05197143722633
alpha_,Intercept,0.7144274434992158,2.0430166048844813,0.0544405232335145,0.6077259786620114,0.8211289083364203,1.8362509734993255,2.273064471072557,0.0,13.123081871105205,2.428541837617643e-39,128.2751053600542
beta_,Intercept,0.891605166961276,2.439041579761774,0.007067661267929799,0.8777528054212049,0.9054575285013471,2.4054880284909412,2.4730631611327567,0.0,126.15278706225229,0.0,inf
